volume_per_ha
728.0
117.0
410.0
756.0
314.0
262.0
437.0
571.0
163.0
725.0
93.0
441.0
200.0
583.0
487.0
37.0
312.0
247.0
129.0
255.0
215.0
592.0
147.0
713.0
42.0
882.0
291.0
360.0
548.0
313.0
278.0
226.0
527.0
832.1
909.0
138.0
204.0
630.0
460.0
559.2
685.0
512.0
452.0
451.9
941.0
128.0
440.0
151.0
360.0
353.0
1082.0
641.0
940.0
127.0
186.0
11.0
669.0
254.0
498.0
281.5
225.0
603.0
1174.0
204.0
119.0
298.0
611.0
681.0
276.0
169.0
657.0
289.0
710.0
360.0
475.0
234.0
75.0
413.0
371.0
263.0
270.0
961.0
847.0
349.0
229.0
127.0
149.0
926.0
1116.0
880.0
765.0
86.0
173.0
141.0
229.0
682.0
86.0
412.0
108.0
684.0
610.0
124.0
907.0
710.7
115.0
518.0
952.0
697.0
280.0
287.0
126.0
444.0
665.0
589.0
242.0
478.0
847.0
606.0
344.0
335.0
807.0
503.0
522.0
555.0
240.0
177.0
484.0
683.0
1009.0
263.0
550.0
412.0
1068.0
314.0
574.0
427.0
170.0
743.2
364.0
853.4
985.0
561.0
610.0
1213.0
440.0
343.0
257.0
782.0
862.0
643.8
1216.0
257.0
523.6
213.0
646.0
615.0
933.0
190.0
63.0
532.0
161.0
834.0
278.0
567.1
402.0
427.0
558.0
1083.0
353.0
124.0
846.0
284.0
764.0
975.0
917.0
424.0
925.0
195.0
555.0
405.0
625.0
220.0
806.0
419.0
194.0
919.0
434.0
584.0
261.0
475.0
723.0
765.0
472.0
398.0
449.0
818.0
469.0
110.0
338.0
734.0
903.0
479.0
652.0
585.0
345.0
89.1
291.0
840.0
387.0
675.0
301.0
906.0
224.0
148.0
389.0
195.3
621.0
334.0
474.0
849.0
698.0
240.0
696.0
738.0
392.0
703.0
930.0
280.0
361.0
548.0
638.0
296.0
523.0
447.0
847.0
747.0
148.0
1047.0
285.0
183.0
482.0
561.0
616.0
767.0
618.0
266.0
567.0
440.0
887.0
457.0
181.0
288.0
50.0
256.0
110.0
845.0
986.0
789.0
179.0
820.0
546.0
231.0
946.0
333.0
362.0
153.0
545.0
295.0
56.0
556.0
688.0
928.0
1143.0
456.0
99.0
329.0
579.0
540.0
237.3
689.0
571.0
438.0
241.0
380.0
390.0
29.0
66.0
241.0
1008.0
459.0
454.0
173.0
399.0
148.4
474.0
643.0
805.0
679.0
194.0
831.0
365.0
64.0
895.9
739.0
520.0
646.0
929.0
370.0
454.0
707.0
589.0
156.0
977.0
619.2
577.0
615.0
138.0
621.0
148.0
741.0
730.4
881.0
277.0
304.0
178.0
618.0
15.0
408.0
219.0
820.0
117.0
703.0
58.0
498.0
28.0
183.0
66.0
153.0
636.0
399.0
163.0
608.0
430.0
514.0
46.0
275.0
847.0
222.0
102.0
257.0
443.0
609.0
74.0
408.0
690.0
135.0
401.0
702.0
261.0
196.0
380.0
491.0
581.0
611.0
263.0
109.0
259.0
679.0
814.0
231.0
430.0
511.0
481.9
766.0
1138.0
43.0
914.0
634.0
659.0
163.0
72.0
447.0
749.0
259.0
289.0
788.0
465.0
413.0
106.0
299.0
259.0
329.7
639.0
273.0
846.0
131.0
224.0
213.0
572.0
347.0
491.0
330.0
38.0
531.0
440.0
596.0
122.0
637.0
539.0
580.0
95.0
335.0
399.0
341.0
45.0
305.0
402.0
790.0
547.0
363.0
591.0
179.0
657.0
295.0
576.0
65.0
1236.0
779.9
664.0
584.0
398.0
231.0
221.0
156.0
255.0
402.0
284.0
681.0
172.0
696.8
495.0
504.0
492.0
205.0
128.0
686.0
299.0
212.0
651.0
496.0
198.0
121.0
531.0
589.0
159.0
944.0
334.0
140.0
163.0
676.0
328.0
476.0
502.1
683.0
443.0
515.0
939.0
306.0
544.0
483.0
398.0
455.0
549.0
433.4
227.0
643.0
162.0
726.0
169.0
70.0
319.0
207.9
239.0
583.0
447.0
385.0
926.0
296.0
429.0
646.0
95.0
668.0
501.0
13.0
369.0
258.0
287.0
372.0
229.0
614.0
1077.0
356.0
211.0
282.0
264.0
368.0
301.0
183.0
462.0
979.0
966.0
612.0
1045.0
464.0
210.0
333.0
447.0
449.0
587.0
150.0
703.7
376.0
549.0
298.0
356.0
476.0
529.0
589.0
347.0
169.0
371.0
796.0
291.0
516.0
181.0
728.0
370.0
419.0
722.0
263.0
160.0
236.0
146.0
550.0
743.0
293.3
470.0
813.0
102.0
644.0
107.0
58.0
781.0
325.0
577.7
956.0
325.0
743.0
321.0
215.0
673.0
805.0
594.0
343.0
193.0
481.0
391.0
186.0
939.0
71.0
664.0
775.0
470.0
296.0
688.0
126.0
190.0
136.9
133.0
1074.0
143.0
97.0
324.0
457.0
369.0
168.0
425.0
902.0
295.0
748.0
119.0
557.0
114.0
726.0
1312.0
142.0
650.0
26.0
746.0
610.0
634.0
96.0
376.0
630.0
517.0
612.2
89.0
601.0
497.0
413.0
370.0
120.0
687.0
206.0
598.0
1027.0
419.0
48.0
369.0
812.0
203.0
117.0
548.0
311.0
485.0
432.0
257.0
593.0
175.0
645.0
625.0
890.0
454.0
771.5
557.0
268.0
152.3
373.0
355.0
107.0
275.0
270.0
377.0
262.0
164.0
344.0
365.0
274.3
851.5
53.0
250.0
310.0
93.0
223.0
421.0
354.3
764.0
1090.0
967.0
198.0
357.0
523.0
762.0
569.0
499.0
189.0
523.0
682.0
505.0
184.0
820.0
84.0
192.0
394.0
315.0
177.0
624.0
495.0
809.0
628.0
602.2
12.0
621.0
568.0
114.0
97.0
682.0
221.0
496.0
409.0
715.0
961.0
753.0
801.0
751.0
36.0
258.0
821.5
294.0
968.0
38.0
97.0
882.0
340.0
496.0
201.0
626.0
567.0
773.0
771.9
219.0
210.0
587.0
898.0
106.0
495.0
1222.0
203.0
316.0
171.0
502.0
285.0
131.0
865.0
411.0
367.0
450.0
709.0
318.0
63.0
519.0
185.0
356.0
667.8
824.0
523.0
144.0
363.0
396.0
62.0
703.0
144.0
1110.0
657.0
745.0
712.0
595.0
599.0
857.0
598.0
543.0
220.0
536.0
433.0
764.0
543.0
232.0
88.0
839.0
34.0
668.0
156.0
518.0
502.0
1152.0
800.0
495.0
161.0
18.0
705.0
581.0
790.0
88.0
598.0
784.0
204.0
653.0
719.0
319.0
1153.0
1152.0
350.0
962.0
287.0
870.0
1055.0
373.1
713.0
332.0
144.0
664.0
808.0
826.0
636.0
379.0
154.0
324.0
201.0
609.0
413.0
232.0
865.0
269.0
107.0
212.0
758.0
4.0
296.0
606.0
1079.0
337.0
565.2
258.0
109.0
120.0
176.0
711.0
405.0
81.0
341.0
226.0
315.0
573.5
793.0
567.0
158.0
161.0
507.0
767.0
579.0
517.0
850.0
222.0
207.0
399.0
484.0
434.0
377.0
561.0
241.0
161.0
874.0
1001.0
261.0
234.0
453.0
298.0
360.0
536.0
157.0
247.2
403.0
691.0
999.0
706.0
751.0
252.0
740.0
292.0
181.0
768.0
574.5
170.0
199.0
161.0
150.0
97.0
125.0
570.0
85.0
412.0
194.0
518.0
256.0
299.0
512.0
467.0
1070.0
370.0
800.0
531.0
821.0
492.0
97.0
93.0
847.0
702.0
268.0
221.0
660.0
561.0
479.0
203.0
1269.0
822.4
717.0
233.0
816.0
1045.0
21.0
1070.0
164.0
214.0
67.0
128.0
659.0
278.0
393.0
760.0
178.0
165.0
287.0
560.0
272.0
174.0
733.0
461.5
72.0
114.0
71.0
1421.0
399.0
790.0
459.0
245.0
70.0
911.0
410.0
516.0
740.0
544.0
688.0
167.0
356.0
502.0
711.0
515.0
288.0
580.0
760.0
427.0
152.0
417.0
355.0
502.0
568.0
270.0
112.0
190.0
228.0
932.0
269.0
632.0
50.0
95.0
181.0
345.0
370.0
366.0
260.0
857.0
715.0
559.0
268.0
147.0
493.0
337.0
95.0
92.0
219.5
162.0
620.0
353.0
898.0
263.0
455.0
971.0
156.0
351.0
372.0
520.0
476.0
543.0
540.0
339.0
677.0
370.0
547.0
714.0
349.0
803.0
844.0
433.0
485.0
782.0
218.0
645.0
326.0
780.0
885.0
490.0
296.0
795.0
598.0
245.0
370.0
272.0
628.0
521.0
55.0
593.0
777.0
175.0
465.0
560.0
683.0
31.0
292.0
248.0
544.0
301.0
797.0
68.0
694.0
164.0
136.0
922.0
317.0
479.0
543.0
494.0
619.0
1136.0
1268.0
242.0
290.0
127.0
391.0
77.0
450.8
180.0
328.0
297.0
486.0
1155.0
502.0
553.0
413.0
426.0
735.0
613.0
612.0
257.0
414.0
467.0
429.0
365.0
173.0
680.0
388.0
630.0
416.0
188.0
177.0
225.0
928.0
245.0
28.0
869.0
329.0
69.0
9.0
336.0
417.0
716.0
37.0
66.0
622.0
699.0
331.0
863.0
149.0
836.0
499.0
239.0
252.0
406.1
489.0
532.0
338.0
963.0
370.0
703.0
350.0
358.0
363.0
206.0
256.0
427.0
855.0
406.0
206.0
102.0
248.0
648.0
150.0
311.0
101.0
628.0
256.0
532.0
660.0
959.0
509.0
189.0
776.0
90.0
38.0
226.0
618.0
189.0
388.0
458.0
531.0
597.0
226.0
795.0
742.9
127.0
679.0
297.0
315.0
707.0
411.0
670.0
446.0
1232.0
445.0
917.0
1037.0
491.3
192.0
954.0
345.0
760.0
511.0
691.0
706.0
498.0
218.0
213.0
559.0
176.0
227.0
414.0
742.5
456.0
172.0
572.4
574.0
209.0
190.0
878.2
773.0
457.0
138.0
75.0
179.0
314.0
789.0
189.0
165.0
485.0
711.0
656.0
121.0
842.0
857.0
557.0
219.0
363.0
56.0
597.0
287.0
289.1
756.0
975.0
710.0
199.0
683.0
510.0
284.0
51.0
535.0
1066.0
46.0
342.0
647.0
149.0
95.0
597.0
620.0
300.0
563.0
136.0
439.0
1145.0
441.0
1162.0
843.0
309.0
739.0
190.0
671.0
678.0
541.0
437.0
81.0
32.0
98.0
464.0
35.0
878.0
133.0
286.0
205.0
251.0
1028.0
227.0
412.0
631.0
921.0
596.0
273.0
278.0
659.0
362.0
651.0
253.0
389.0
555.0
148.0
516.0
380.0
489.0
694.0
686.0
396.0
546.0
311.0
581.0
749.0
611.0
443.0
582.0
143.0
380.0
202.0
616.0
546.0
222.0
22.0
87.0
470.0
635.0
204.0
431.0
106.0
368.0
81.0
