temperature_min,temperature_max,temperature_mean,temperature_median,precip_mm_mean,precip_mm_median,number_of_days_with_precip_mm_gt_0,rain_days,heavy_rain_days,sun_days,partly_cloudy_days
-1.0896274300954463,0.3183667103530323,-0.13564168437734941,0.37219725673065335,-0.7701778601858283,-0.3334004526699807,-0.9847212556922809,-0.6180563849747652,-0.7111981537514249,1.6958968433975994,-1.6507573798823645
-0.28530124739447316,0.828228621112443,0.05561402458853057,-0.01700571545118862,-0.11934109921215781,-0.3334004526699807,-0.2616195132879201,-0.5799936582036829,-0.1445674110984809,0.7949001330566904,-0.31380953706525805
-0.022836914092050322,0.6524141691264397,0.12928088146037064,0.16137898013215568,-0.8025148321747991,-0.3334004526699807,-0.8401009072114087,-0.8718078967819813,-0.5978720052208361,0.462224424623124,0.44737244643645224
-1.4875572257475065,-0.9826602343433919,-1.631612517633544,-1.817069461792206,-0.12555222031211083,-0.3334004526699807,0.18027599595918925,0.8410148079167271,-0.4845458566902473,0.5939085592114107,-1.523893715965413
0.8238222255931844,-0.4024725427895802,0.5599659280831691,0.48571479028369036,-0.8281483237853914,-0.3334004526699807,-0.6954805587305366,-0.757619716468734,-0.7111981537514249,-0.5912486520831695,1.0719320226429838
0.9677542793396743,-0.5431241043783837,0.6538967567536529,0.5992323238367274,-0.2588755493425301,0.16301068410222389,1.3613421752196453,0.396949662254099,0.3087371830238743,-1.111054446510617,0.5839948537316311
-0.7848301398087616,-1.2639633575209968,-1.4505760334428408,-1.622467975701285,-0.45593176538292596,-0.3334004526699807,-0.8561698348203945,-0.6814942629265692,-0.3712197081596585,0.060241276932564675,-1.016439060297606
-1.0472944731111844,0.8458100663110423,-0.28329931775100686,-0.000788924943611653,-0.7113200935719858,-0.3334004526699807,-0.42230878937777805,-0.313554570806106,0.19541103449328553,0.46915516854882333,-0.06984095260958166
-1.1234937956828555,-1.105730350733594,-1.708367910512159,-1.817069461792206,-0.30892817659644456,-0.3334004526699807,-0.8401009072114087,-0.6561191117458477,-0.7111981537514249,-0.9932317997737288,-0.8993341397588813
-1.131960387079708,0.1777151487642302,-1.0764515602723288,-1.15218105098156,-0.4464448859536288,-0.3334004526699807,-0.5267568188361857,-0.08517821017961151,-0.4845458566902473,0.22657913114934786,0.03750522455091594
-0.8864292365709898,0.4765997171404363,-0.2349686257045006,-0.04943929646634197,-0.8846050320110574,-0.3334004526699807,-0.9204455452563377,-0.821057594420538,-0.4845458566902473,0.6632159984684037,-0.1674283863918522
0.3073601503851911,-0.4376354331867814,0.43963883573096524,0.48571479028369036,-0.5138652404952878,-0.3334004526699807,-0.8642042986248875,-0.4911806290711572,1.102020222737996,-1.1041237025849175,1.48179924452852
0.46822538692538573,1.900696778227062,1.5083348075293643,1.8965755644428661,-1.0487910066694446,-0.3334004526699807,-1.3944789097214187,-1.074809106227754,-0.7111981537514249,2.08401850323676,-1.6117224063694564
1.1540192900704258,1.3556719770704528,1.3875468263868207,1.3127711061701035,1.5802110896868016,-0.3334004526699807,0.2606206340041182,1.2089545000371904,0.42206333155446313,0.10182574048676046,-1.2506489013750552
1.0608867847050503,-0.26182098120077807,0.7433258372147244,0.6478826953594577,0.0015250667305720775,0.28711346829527506,1.5943416255499392,0.396949662254099,0.08208488596269672,-1.1249159343620154,0.8962746418348968
-1.5552899569223253,-0.36730965239238034,-1.477120933368798,-1.3143489560573274,-0.33761764072479955,-0.3334004526699807,0.10796582171875317,-0.35161729757718835,-0.031241262567892083,-0.1338195529870157,0.30099129576304645
-0.8948958279678422,-0.4024725427895802,-1.3452355726512204,-1.3467825370724806,-0.4351965991254012,-0.3334004526699807,1.4898935960915316,0.9298278370492528,0.08208488596269672,0.5661855835086135,1.491557987906747
0.5528913008939094,-0.4376354331867814,0.03173005583332592,-0.06565608697391893,0.05296747875634759,-0.3334004526699807,0.3168618806355685,-0.22474154167358035,0.08208488596269672,-1.1249159343620154,-1.3189601050226447
1.2217520212452446,-0.015680748420373695,0.9612850864683814,0.9397849244958391,-0.14949766488528646,-0.0851948842838784,0.983722376408479,0.460387540205903,1.4419986683297625,-1.020954775476526,1.4330055276373848
-0.818696505396171,-1.8793139394720084,-1.4321099781037205,-1.508950442148248,1.625665862259792,6.119944325368679,1.9478580329476267,3.670344164567186,-0.7111981537514249,-0.5843179081574702,-1.8654497342033598
-0.8864292365709898,-0.2794024263993787,-0.9059594604352983,-1.0873138889512528,-0.3649204538221824,-0.3334004526699807,0.7989297089051424,1.7798954016034263,-0.5978720052208361,0.3374710339605366,-0.6358480685467508
-1.2166263010482314,0.4765997171404363,-0.9749837361814564,-1.022446726920946,0.17790541057131806,-0.3334004526699807,0.06779350269628868,-0.3389297219868276,0.5353894800850519,0.18499466759515207,0.16436888846786765
-0.26836806460076845,0.6875770595236396,0.17773925810520474,0.11272860860942538,-0.796796950614199,-0.3334004526699807,-1.0088246471057596,-0.757619716468734,-0.7111981537514249,1.2939136957070398,-0.9969215735411519
0.7052899460372514,-0.20907664560497757,0.29588540893820425,-0.01700571545118862,0.22126135003915526,-0.3334004526699807,-0.14913702002501955,0.44769996461554223,-0.4845458566902473,-0.5773871642317708,-1.045715290432287
