id,yield_class,age,average_height,dbh,taper,trees_per_ha,volume_per_ha
10,9.0,60,23.1,21.0,0.485,978.0,380.0
10,9.0,70,26.3,25.1,0.489,710.0,454.0
10,9.0,80,28.9,28.9,0.492,551.0,513.0
10,9.0,90,30.8,32.2,0.495,450.0,561.0
10,9.0,100,32.3,35.2,0.5,380.0,598.0
10,9.0,110,33.3,38.0,0.502,328.0,625.0
10,9.0,120,34.1,40.6,0.503,290.0,645.0
10,9.0,130,34.7,43.1,0.504,259.0,659.0
10,9.0,140,35.2,45.3,0.503,234.0,669.0
10,8.0,30,9.4,7.4,0.163,4692.0,32.0
10,8.0,40,13.6,11.6,0.413,2506.0,148.0
10,8.0,50,17.7,15.6,0.468,1599.0,252.0
10,8.0,60,21.4,19.5,0.482,1103.0,339.0
10,8.0,70,24.4,23.3,0.486,806.0,409.0
10,8.0,80,26.9,26.8,0.489,619.0,465.0
10,8.0,90,28.7,30.3,0.493,501.0,511.0
10,8.0,100,30.1,33.2,0.498,420.0,546.0
10,8.0,110,31.1,35.9,0.5,363.0,572.0
10,8.0,120,31.9,38.4,0.501,319.0,591.0
10,8.0,130,32.5,40.8,0.502,283.0,604.0
10,8.0,140,32.9,43.1,0.501,256.0,614.0
10,7.0,30,8.6,6.9,0.99,5085.0,16.0
10,7.0,40,12.5,10.7,0.386,2757.0,120.0
10,7.0,50,16.2,14.4,0.456,1789.0,216.0
10,7.0,60,19.6,18.0,0.476,1246.0,297.0
10,7.0,70,22.4,21.6,0.482,913.0,363.0
10,7.0,80,24.8,25.2,0.486,693.0,416.0
10,7.0,90,26.5,28.4,0.49,558.0,459.0
10,7.0,100,27.9,31.3,0.494,466.0,493.0
10,7.0,110,28.9,33.9,0.497,401.0,517.0
10,7.0,120,29.6,36.3,0.498,351.0,536.0
10,7.0,130,30.1,38.6,0.499,311.0,549.0
10,7.0,140,30.6,40.8,0.499,280.0,559.0
10,6.0,30,7.7,6.4,0.76,5480.0,10.0
10,6.0,40,11.2,9.8,0.354,3038.0,92.0
10,6.0,50,14.6,13.2,0.44,2020.0,177.0
10,6.0,60,17.7,16.5,0.466,1430.0,253.0
10,6.0,70,20.4,19.8,0.479,1046.0,315.0
10,6.0,80,22.5,23.4,0.483,783.0,365.0
10,6.0,90,24.2,26.5,0.485,628.0,405.0
10,6.0,110,26.5,31.7,0.492,447.0,460.0
10,6.0,120,27.2,34.0,0.494,391.0,477.0
10,6.0,130,27.7,36.2,0.496,347.0,490.0
10,6.0,140,28.1,38.3,0.497,311.0,500.0
10,5.0,40,9.9,8.9,0.308,3375.0,64.0
10,5.0,50,12.9,11.9,0.424,2298.0,138.0
10,5.0,60,15.6,14.8,0.463,1658.0,208.0
10,5.0,70,18.1,17.8,0.479,1232.0,266.0
10,5.0,80,20.1,20.9,0.483,935.0,313.0
10,5.0,90,21.8,23.8,0.485,744.0,351.0
10,5.0,100,23.1,26.5,0.488,611.0,380.0
10,5.0,110,24.0,29.0,0.49,517.0,402.0
10,5.0,120,24.6,31.3,0.493,449.0,419.0
10,5.0,130,25.1,33.4,0.494,396.0,431.0
10,5.0,140,25.5,35.4,0.496,354.0,440.0
10,4.0,40,8.5,7.9,0.227,3762.0,37.0
10,4.0,50,11.0,10.6,0.396,2611.0,100.0
10,4.0,60,13.5,13.2,0.457,1922.0,161.0
10,4.0,70,15.7,15.8,0.478,1459.0,215.0
10,4.0,80,17.6,18.5,0.483,1135.0,259.0
10,4.0,90,19.2,21.2,0.485,898.0,295.0
10,4.0,100,20.4,23.8,0.487,727.0,323.0
10,4.0,110,21.3,26.3,0.489,608.0,344.0
10,4.0,120,22.0,28.4,0.492,523.0,360.0
10,4.0,130,22.4,30.5,0.494,459.0,371.0
10,4.0,140,22.7,32.5,0.495,407.0,380.0
10,3.0,40,6.9,6.8,0.136,4281.0,15.0
10,3.0,50,9.1,9.1,0.344,2980.0,62.0
10,3.0,60,11.2,11.3,0.43,2258.0,111.0
10,3.0,70,13.1,13.6,0.463,1757.0,156.0
10,3.0,80,14.9,15.8,0.476,1407.0,196.0
10,3.0,90,16.4,18.1,0.478,1132.0,229.0
10,3.0,100,17.5,20.4,0.484,916.0,255.0
10,3.0,110,18.3,22.8,0.485,754.0,276.0
10,3.0,120,18.9,25.0,0.49,640.0,292.0
10,3.0,130,19.4,26.9,0.493,555.0,303.0
10,3.0,140,19.7,28.7,0.498,489.0,312.0
11,8.0,30,14.1,10.9,0.462,1728.0,105.0
11,8.0,40,17.7,16.0,0.496,1017.0,179.0
11,8.0,50,20.7,20.7,0.5,711.0,247.0
11,8.0,60,23.0,25.0,0.501,545.0,309.0
11,8.0,70,25.2,29.0,0.504,441.0,369.0
11,8.0,80,26.9,32.5,0.506,373.0,421.0
11,8.0,90,28.3,35.9,0.508,326.0,473.0
11,8.0,100,29.5,39.0,0.51,291.0,523.0
11,8.0,110,30.4,41.6,0.511,267.0,564.0
11,8.0,120,31.1,43.9,0.512,250.0,603.0
11,8.0,130,31.6,45.5,0.512,241.0,634.0
11,7.0,30,11.5,9.1,0.346,2631.0,67.0
11,7.0,40,15.2,13.9,0.449,1379.0,142.0
11,7.0,50,18.2,17.4,0.477,961.0,205.0
11,7.0,60,20.7,22.7,0.485,653.0,264.0
11,7.0,70,22.7,26.5,0.491,518.0,318.0
11,7.0,80,24.4,30.0,0.495,433.0,370.0
11,7.0,90,25.8,33.3,0.498,373.0,416.0
11,7.0,100,26.9,36.3,0.501,329.0,459.0
11,7.0,110,27.8,38.9,0.504,298.0,496.0
11,7.0,120,28.4,41.2,0.506,277.0,531.0
11,7.0,130,29.0,43.0,0.507,262.0,561.0
11,6.0,40,12.7,11.7,0.423,1812.0,104.0
11,6.0,50,15.7,16.1,0.467,1100.0,164.0
11,6.0,60,18.2,20.3,0.482,768.0,219.0
11,6.0,70,20.2,24.1,0.489,596.0,268.0
11,6.0,80,21.9,27.6,0.493,490.0,317.0
11,6.0,90,23.2,30.8,0.496,418.0,358.0
11,6.0,100,24.2,33.7,0.499,367.0,396.0
11,6.0,110,25.1,36.3,0.501,330.0,429.0
11,6.0,120,25.7,38.5,0.503,304.0,458.0
11,6.0,130,26.2,40.5,0.504,285.0,485.0
11,5.0,40,10.4,9.2,0.362,2560.0,64.0
11,5.0,50,13.2,13.7,0.454,1394.0,124.0
11,5.0,60,15.6,18.1,0.477,914.0,176.0
11,5.0,70,17.6,22.0,0.464,679.0,221.0
11,5.0,80,19.2,25.6,0.491,542.0,264.0
11,5.0,90,20.4,28.7,0.494,459.0,299.0
11,5.0,100,21.3,31.4,0.496,407.0,333.0
11,5.0,110,22.1,33.8,0.498,365.0,362.0
11,5.0,120,22.6,35.8,0.5,336.0,383.0
11,5.0,130,23.0,37.5,0.501,317.0,402.0
11,4.0,50,10.8,11.4,0.426,1850.0,87.0
11,4.0,60,13.0,15.8,0.452,1125.0,135.0
11,4.0,70,14.9,19.8,0.483,793.0,176.0
11,4.0,80,16.4,23.5,0.489,611.0,212.0
11,4.0,90,17.5,26.4,0.492,512.0,243.0
11,4.0,100,18.4,28.7,0.494,459.0,271.0
11,3.0,50,8.3,9.0,0.36,2649.0,50.0
11,3.0,60,10.3,13.1,0.456,1468.0,93.0
11,3.0,70,12.0,17.3,0.48,967.0,131.0
11,3.0,80,13.4,21.1,0.488,711.0,162.0
11,3.0,90,14.5,24.0,0.49,590.0,189.0
11,3.0,100,15.3,25.8,0.492,538.0,211.0
11,2.0,50,5.8,6.5,0.15,4057.0,11.0
11,2.0,60,7.6,10.2,0.425,2021.0,54.0
11,2.0,70,9.0,14.1,0.472,1231.0,81.0
11,2.0,80,10.1,17.9,0.486,859.0,106.0
11,2.0,90,11.2,20.6,0.49,703.0,129.0
11,2.0,100,11.8,22.1,0.493,652.0,147.0
20,1.0,110,5.7,12.3,0.4285959197668438,2571.0,75.0
20,1.0,120,6.2,13.4,0.4311219314262527,2241.0,85.0
20,1.0,130,6.6,14.5,0.438839615668884,1995.0,95.0
20,1.0,140,7.0,15.4,0.4464285714285714,1806.0,105.0
20,1.0,150,7.3,16.2,0.4552897479931307,1658.0,114.0
20,1.0,160,7.6,17.0,0.4637309606394209,1540.0,123.0
20,1.0,170,7.9,17.7,0.4635407380994829,1443.0,130.0
20,1.0,180,8.2,18.3,0.467479674796748,1364.0,138.0
20,1.0,190,8.4,18.9,0.4709576138147566,1298.0,144.0
20,1.0,200,8.6,19.4,0.4739635995955511,1242.0,150.0
20,1.0,210,8.8,19.9,0.4765395894428152,1195.0,156.0
20,1.0,220,9.0,20.3,0.477037037037037,1154.0,161.0
20,1.0,230,9.2,20.7,0.4744651483781919,1120.0,165.0
20,1.0,240,9.3,21.1,0.4810413129598189,1090.0,170.0
20,1.0,250,9.4,21.4,0.4805288595078051,1064.0,173.0
20,2.0,80,5.4,11.7,0.4245108896271686,2784.0,69.0
20,2.0,90,6.3,13.8,0.4387262151237306,2143.0,89.0
20,2.0,100,7.1,15.8,0.4528646807096265,1731.0,109.0
20,2.0,110,7.9,17.7,0.4635407380994829,1448.0,130.0
20,2.0,120,8.6,19.4,0.4739635995955511,1245.0,150.0
20,2.0,130,9.3,21.0,0.4782116581777023,1094.0,169.0
20,2.0,140,9.9,22.5,0.4843304843304843,978.0,187.0
20,2.0,150,10.5,24.0,0.4857142857142856,887.0,204.0
20,2.0,160,11.0,25.3,0.4901960784313726,814.0,220.0
20,2.0,170,11.5,26.5,0.4912207357859532,754.0,235.0
20,2.0,180,11.9,27.6,0.49782946353897,704.0,250.0
20,2.0,190,12.3,28.7,0.4984175715883032,663.0,263.0
20,2.0,200,12.7,29.7,0.49892956928771,628.0,275.0
20,2.0,210,13.1,30.6,0.497313463979551,598.0,286.0
20,2.0,220,13.4,31.4,0.4975124378109453,573.0,296.0
20,2.0,230,13.7,32.2,0.4985662148070908,550.0,306.0
20,2.0,240,14.0,32.9,0.4977876106194689,531.0,315.0
20,2.0,250,14.2,33.6,0.4999226125986689,514.0,323.0
20,3.0,70,5.5,12.0,0.430622009569378,2686.0,72.0
20,3.0,80,6.7,14.7,0.4432383536861148,1934.0,98.0
20,3.0,90,7.8,17.4,0.462558275058275,1488.0,127.0
20,3.0,100,8.8,19.9,0.4734848484848484,1200.0,155.0
20,3.0,110,9.8,22.2,0.4812749842204923,1002.0,183.0
20,3.0,120,10.7,24.4,0.4870016929106469,859.0,210.0
20,3.0,130,11.5,26.5,0.4933110367892976,753.0,236.0
20,3.0,140,12.3,28.5,0.4938834435073322,670.0,260.0
20,3.0,150,13.0,30.3,0.4970144011239902,606.0,283.0
20,3.0,160,13.6,32.1,0.5017107514146598,554.0,305.0
20,3.0,170,14.3,33.7,0.4984051036682615,511.0,325.0
20,3.0,180,14.8,35.2,0.5020138929426187,476.0,344.0
20,3.0,190,15.4,36.6,0.4987565625863498,447.0,361.0
20,3.0,200,15.9,37.9,0.4970794931635088,422.0,377.0
20,3.0,210,16.3,39.2,0.499180733909995,400.0,393.0
20,3.0,220,16.8,40.3,0.4964383294301326,382.0,407.0
20,3.0,230,17.1,41.4,0.4982029109284366,366.0,420.0
20,3.0,240,17.5,42.4,0.4966944524288588,352.0,432.0
20,3.0,250,17.9,43.3,0.495099187100659,340.0,444.0
20,4.0,70,6.7,14.7,0.4400489951458513,1952.0,97.0
20,4.0,80,8.0,17.9,0.4656862745098039,1418.0,133.0
20,4.0,90,9.3,21.0,0.4753820033955857,1098.0,168.0
20,4.0,100,10.5,23.9,0.4857142857142856,889.0,204.0
20,4.0,110,11.6,26.7,0.4920201769618788,745.0,238.0
20,4.0,120,12.6,29.3,0.496031746031746,641.0,270.0
20,4.0,130,13.5,31.8,0.4999169573160604,562.0,301.0
20,4.0,140,14.4,34.1,0.5003639010189229,502.0,330.0
20,4.0,150,15.2,36.2,0.4993827853215127,454.0,356.0
20,4.0,160,16.0,38.3,0.4981694560669456,416.0,381.0
20,4.0,170,16.7,40.2,0.4979773512523208,384.0,405.0
20,4.0,180,17.3,42.0,0.498627897471828,358.0,427.0
20,4.0,190,18.0,43.6,0.4946879150066401,336.0,447.0
20,4.0,200,18.5,45.2,0.4948760155046992,318.0,466.0
20,4.0,210,19.1,46.6,0.4920449346820514,302.0,484.0
20,4.0,220,19.5,48.0,0.4930966469428007,288.0,500.0
20,4.0,230,20.0,49.2,0.4904761904761905,276.0,515.0
20,4.0,240,20.4,50.4,0.4901960784313726,266.0,530.0
20,4.0,250,20.8,51.5,0.4888720829732066,257.0,543.0
20,5.0,60,6.3,13.9,0.4436557231588287,2127.0,90.0
20,5.0,70,8.0,17.8,0.4599719101123595,1430.0,131.0
20,5.0,80,9.5,21.5,0.4797149122807018,1053.0,175.0
20,5.0,90,10.9,25.1,0.4914004914004913,825.0,218.0
20,5.0,100,12.2,28.4,0.4971781779091642,674.0,259.0
20,5.0,110,13.4,31.5,0.5008740083366949,570.0,298.0
20,5.0,120,14.5,34.4,0.5007496251874063,493.0,334.0
20,5.0,130,15.6,37.2,0.498726080121429,436.0,368.0
20,5.0,140,16.5,39.7,0.4985941893158387,391.0,399.0
20,5.0,150,17.4,42.1,0.4959213941416389,356.0,428.0
20,5.0,160,18.2,44.3,0.495049504950495,328.0,455.0
20,5.0,170,19.0,46.4,0.4925250870366578,304.0,481.0
20,5.0,180,19.7,48.3,0.4901102748118326,285.0,504.0
20,5.0,190,20.3,50.0,0.4888859917867154,269.0,525.0
20,5.0,200,20.9,51.7,0.4883065778294504,255.0,546.0
20,5.0,210,21.4,53.2,0.4871560108487225,243.0,564.0
20,5.0,220,21.9,54.6,0.4867278839881579,233.0,582.0
20,5.0,230,22.4,55.9,0.4845086855068706,224.0,598.0
20,5.0,240,22.8,57.1,0.4844318002212739,217.0,613.0
20,5.0,250,23.2,58.3,0.4842390969095059,210.0,628.0
20,6.0,50,5.8,12.6,0.4282536151279199,2478.0,77.0
20,6.0,60,7.8,17.4,0.462558275058275,1486.0,127.0
20,6.0,70,9.6,21.9,0.4830526770293609,1025.0,179.0
20,6.0,80,11.3,26.1,0.4949752512374381,771.0,231.0
20,6.0,90,12.9,30.1,0.4966916786404839,614.0,280.0
20,6.0,100,14.3,33.8,0.4999386578333946,510.0,326.0
20,6.0,110,15.6,37.1,0.498726080121429,436.0,368.0
20,6.0,120,16.7,40.3,0.4981839599489546,383.0,406.0
20,6.0,130,17.8,43.2,0.495505617977528,342.0,441.0
20,6.0,140,18.8,45.8,0.492436835106383,310.0,474.0
20,6.0,150,19.6,48.2,0.4926108374384236,285.0,504.0
20,6.0,160,20.5,50.5,0.4887252646111366,265.0,531.0
20,6.0,170,21.2,52.5,0.4874798344672792,248.0,556.0
20,6.0,180,21.9,54.4,0.4851074525574966,235.0,579.0
20,6.0,190,22.5,56.1,0.4847751562815083,223.0,601.0
20,6.0,200,23.0,57.7,0.4839590976504566,213.0,620.0
20,6.0,210,23.5,59.1,0.4838343302793972,205.0,639.0
20,6.0,220,24.0,60.4,0.4820693709582598,198.0,656.0
20,6.0,230,24.4,61.6,0.4816112084063047,191.0,671.0
20,6.0,240,24.8,62.7,0.4819040125885129,186.0,686.0
20,6.0,250,25.1,63.7,0.4818097850811287,181.0,699.0
20,7.0,50,7.6,17.0,0.4637309606394209,1539.0,123.0
20,7.0,60,10.0,22.7,0.4808184143222506,971.0,188.0
20,7.0,70,12.0,27.9,0.4952830188679245,695.0,252.0
20,7.0,80,13.8,32.6,0.500805152979066,539.0,311.0
20,7.0,90,15.5,36.9,0.4989065062875888,441.0,365.0
20,7.0,100,16.9,40.8,0.4987320371935757,374.0,413.0
20,7.0,110,18.2,44.3,0.4961375258404961,327.0,456.0
20,7.0,120,19.4,47.5,0.491581419416471,293.0,494.0
20,7.0,130,20.4,50.3,0.4892711801701813,266.0,529.0
20,7.0,140,21.3,52.8,0.4877751356624595,246.0,560.0
20,7.0,150,22.1,55.1,0.4855170591538131,230.0,588.0
20,7.0,160,22.8,57.1,0.4844318002212739,217.0,613.0
20,7.0,170,23.5,58.9,0.4824212083285925,206.0,636.0
20,7.0,180,24.0,60.6,0.4828042328042328,197.0,657.0
20,7.0,190,24.5,62.0,0.4823747680890538,189.0,676.0
20,7.0,200,25.0,63.3,0.48125,183.0,693.0
20,7.0,210,25.4,64.4,0.4812652728753733,178.0,709.0
20,7.0,220,25.7,65.5,0.4825436658635396,173.0,723.0
20,7.0,230,26.0,66.4,0.4830664216329745,169.0,736.0
20,7.0,240,26.3,67.2,0.4822248187622251,166.0,747.0
20,7.0,250,26.6,67.9,0.4821698917344121,163.0,758.0
20,8.0,40,7.7,17.2,0.4625004625004625,1512.0,125.0
20,8.0,50,10.8,24.8,0.489254686785551,841.0,214.0
20,8.0,60,13.4,31.5,0.4991932230738201,570.0,297.0
20,8.0,70,15.6,37.4,0.500378664935627,432.0,370.0
20,8.0,80,17.5,42.5,0.4978442081057774,351.0,433.0
20,8.0,90,19.2,46.9,0.49156169250646,299.0,487.0
20,8.0,100,20.5,50.7,0.4905608378117679,263.0,534.0
20,8.0,110,21.7,54.0,0.4862428842504744,237.0,574.0
20,8.0,120,22.7,56.8,0.4842634265812115,219.0,609.0
20,8.0,130,23.6,59.2,0.4825381506725374,204.0,640.0
20,8.0,140,24.3,61.3,0.4816767558419579,193.0,666.0
20,8.0,150,24.9,63.0,0.4819277108433735,185.0,690.0
20,8.0,160,25.4,64.5,0.4819440673364105,178.0,710.0
20,8.0,170,25.8,65.8,0.4825050440692364,172.0,727.0
20,8.0,180,26.2,66.9,0.4822921535026225,167.0,743.0
20,8.0,190,26.5,67.8,0.4827123838712767,164.0,756.0
20,8.0,200,26.8,68.6,0.483249855276736,161.0,768.0
20,8.0,210,27.0,69.2,0.4836601307189542,158.0,777.0
20,8.0,220,27.2,69.8,0.4840378362400236,156.0,786.0
20,8.0,230,27.4,70.3,0.4831653729451762,154.0,793.0
20,8.0,240,27.6,70.7,0.4830917874396135,153.0,800.0
20,8.0,250,27.7,71.1,0.4835502802188891,151.0,805.0
88,2.0,50,6.167942990073408,10.956618344521578,0.5157111791831708,1493.0,44.0
88,2.0,60,7.3874642175094305,13.212341513338451,0.4839571963900911,1354.0,66.0
88,2.0,70,8.648997086218646,15.272653621847343,0.4631833050963797,1230.0,90.0
88,2.0,80,9.929522804282508,17.170003673181828,0.4511160135708677,1121.0,116.0
88,2.0,90,11.207106601320309,18.935510372136257,0.4443036590383015,1025.0,143.0
88,2.0,100,12.4651833898063,20.59428871779023,0.4404753350654642,940.0,171.0
88,2.0,110,13.692438794215365,22.16526490325529,0.4383092259933372,866.0,200.0
88,2.0,120,14.881700926178253,23.66230931508996,0.4370573219213232,800.0,229.0
88,2.0,130,16.028819012970363,25.09551458524444,0.4362978559303153,743.0,257.0
88,2.0,140,17.131762095302747,26.472265045949552,0.4357926656330851,692.0,284.0
88,2.0,150,18.189950443691902,27.79804232283595,0.4354074933757541,647.0,311.0
88,2.0,160,19.203776763236267,29.07700379306781,0.435067445152883,607.0,336.0
88,2.0,170,20.17426919037273,30.312388076962986,0.4347318288914546,571.0,361.0
88,2.0,180,21.10285634653098,31.50679572079774,0.4343797440768979,539.0,385.0
88,2.0,190,21.99120461929387,32.66238217211272,0.4340017188556733,510.0,408.0
88,2.0,200,22.841106183208385,33.78098994625227,0.4335948033428755,484.0,429.0
88,2.0,210,23.654402564364737,34.86423892376598,0.4331596692944011,460.0,450.0
88,2.0,220,24.43293308444392,35.91358792180054,0.4326988909920157,439.0,470.0
88,2.0,230,25.178500716243903,36.93037659664413,0.4322159297689241,419.0,489.0
88,2.0,240,25.892850117377005,37.915853900202045,0.4317145414271453,401.0,507.0
88,2.0,250,26.577654167222843,38.87119736168232,0.4311984391980464,385.0,524.0
88,3.0,50,7.309209242465976,13.007307498634772,0.4868955292211485,1498.0,70.0
88,3.0,60,8.841831195633246,15.362587561658918,0.4635838578475298,1334.0,101.0
88,3.0,70,10.398213945054083,17.495514821637254,0.4513872173659546,1193.0,134.0
88,3.0,80,11.94086327222537,19.46067887483934,0.4452070302855784,1073.0,169.0
88,3.0,90,13.44470467392384,21.2973576450792,0.4420637095448361,969.0,205.0
88,3.0,100,14.894814799241802,23.032117115560496,0.4404197727274761,881.0,240.0
88,3.0,110,16.283304186385795,24.682608912302303,0.4394971470203906,805.0,275.0
88,3.0,120,17.60686294026332,26.260622221405704,0.4389018976882571,740.0,309.0
88,3.0,130,18.86506116208017,27.77419549782317,0.4384351498268896,683.0,342.0
88,3.0,140,20.05922520070476,29.228995710778687,0.4379983876582775,634.0,374.0
88,3.0,150,21.191709041399932,30.629196787373672,0.4375452898875489,591.0,403.0
88,3.0,160,22.265426709526025,31.97803252488897,0.4370567462110939,553.0,432.0
88,3.0,170,23.283554703999368,33.27814235881205,0.4365276681318206,519.0,459.0
88,3.0,180,24.24934473051299,34.53178648909786,0.4359599399081872,489.0,484.0
88,3.0,190,25.1660079552218,35.74097892319102,0.4353586337163497,463.0,509.0
88,3.0,200,26.036645643228823,36.90756906225504,0.4347299900252139,439.0,531.0
88,3.0,210,26.864209848841696,38.03329112337652,0.4340803640916322,417.0,553.0
88,3.0,220,27.65148350148811,39.119793558930816,0.4334157042451946,398.0,573.0
88,3.0,230,28.40107290616567,40.16865614418571,0.432741322169239,380.0,593.0
88,3.0,240,29.115408069779,41.181399569555175,0.4320618212822388,364.0,611.0
88,3.0,250,29.79674783197881,42.15949057865509,0.4313811079854018,350.0,628.0
88,4.0,50,8.375593948198372,14.502083498779626,0.4717285180955544,1497.0,97.0
88,4.0,60,10.188081427994822,16.910682538318767,0.4557298692259634,1314.0,137.0
88,4.0,70,11.992033528961407,19.10084316268178,0.4482921794093825,1160.0,178.0
88,4.0,80,13.746295349433543,21.134551712549804,0.4448187667754315,1032.0,221.0
88,4.0,90,15.428134263476792,23.05025453664539,0.4431174103824429,925.0,263.0
88,4.0,100,17.02678857659578,24.87121659525757,0.4421770876036975,834.0,305.0
88,4.0,110,18.538728825190955,26.61159632029229,0.4415321125238924,758.0,345.0
88,4.0,120,19.964622728412177,28.280249310436595,0.4409701736950688,693.0,383.0
88,4.0,130,21.307474012999545,29.882989049284745,0.4403986136456558,637.0,419.0
88,4.0,140,22.571500071465124,31.423902569184538,0.4397817795137245,590.0,454.0
88,4.0,150,23.76146184388628,32.906107762571175,0.439110937980151,548.0,486.0
88,4.0,160,24.88226853208384,34.33218493079694,0.4383895595827698,512.0,517.0
88,4.0,170,25.938749331799755,35.70441912089402,0.4376260665049974,480.0,545.0
88,4.0,180,26.935526780876323,37.024932925217136,0.4368302893568732,451.0,572.0
88,4.0,190,27.87695187713024,38.29575625732761,0.4360117957687194,426.0,597.0
88,4.0,200,28.767076538468764,39.51886031135803,0.4351791688339271,404.0,621.0
88,4.0,210,29.609648342690587,40.69617162707131,0.4343397636921661,384.0,643.0
88,4.0,220,30.40811822118255,41.82957555008336,0.4334996978945389,366.0,664.0
88,4.0,230,31.1656553257215,42.92091445979722,0.4326639484551058,350.0,683.0
88,4.0,240,31.88516549554397,43.97198381850716,0.4318364899504049,335.0,702.0
88,4.0,250,32.5693111358742,44.98452772314406,0.4310204405653587,322.0,719.0
88,5.0,30,5.471426416706966,9.695612091293508,0.5302741707858007,2023.0,43.0
88,5.0,40,7.37971222953051,12.907807618085446,0.4893569631781197,1736.0,82.0
88,5.0,50,9.41893281499352,15.664506588177453,0.4641480835045893,1493.0,125.0
88,5.0,60,11.485205960964109,18.116379557906736,0.4530604343451547,1293.0,173.0
88,5.0,70,13.505642517574149,20.367655711063637,0.4482813451874884,1130.0,222.0
88,5.0,80,15.44075511577666,22.478897744075027,0.4461106494559566,996.0,272.0
88,5.0,90,17.272488691963638,24.483500951821995,0.444969101096422,886.0,320.0
88,5.0,100,18.99508873700413,26.399715915413143,0.4441879729019569,794.0,367.0
88,5.0,110,20.609517595899497,28.237699342478056,0.4434878036319526,718.0,411.0
88,5.0,120,22.12022852476039,30.00339200169528,0.4427587138844794,654.0,453.0
88,5.0,130,23.53333606280275,31.70060155042098,0.441965350673888,599.0,492.0
88,5.0,140,24.85558935143172,33.33210496685217,0.4411045129555177,553.0,529.0
88,5.0,150,26.093805019741744,34.90022072865078,0.4401858808042406,512.0,563.0
88,5.0,160,27.254563676132623,36.40709524964559,0.4392232284290606,477.0,595.0
88,5.0,170,28.34405787397708,37.85483634688356,0.4382305167065042,447.0,625.0
88,5.0,180,29.3680268723466,39.24556611318847,0.4372202869363523,420.0,653.0
88,5.0,190,30.33174056496652,40.58143273204677,0.4362031362766674,397.0,679.0
88,5.0,200,31.240010543542045,41.864602760484686,0.4351876872070113,376.0,703.0
88,5.0,210,32.09721535483935,43.09724545183602,0.4341807657420304,357.0,726.0
88,5.0,220,32.90733237028316,44.281515167469166,0.4331876509183155,340.0,747.0
88,5.0,230,33.673971872639385,45.41953486720126,0.4322123312751886,325.0,767.0
88,6.0,30,5.961819978294011,10.576237125038652,0.5210065359741878,2079.0,56.0
88,6.0,40,8.150942289255777,13.822948596126432,0.4802347484116235,1754.0,103.0
88,6.0,50,10.461243544522317,16.603454468778697,0.4606860692594887,1488.0,155.0
88,6.0,60,12.761551551902812,19.101721250547996,0.4527983567126011,1273.0,210.0
88,6.0,70,14.97682111398882,21.42349993909576,0.4495170549031887,1101.0,267.0
88,6.0,80,17.07225538988449,23.62270258294891,0.447947929281787,963.0,322.0
88,6.0,90,19.03562275582163,25.72568491209658,0.4469528563514816,851.0,376.0
88,6.0,100,20.8664689924126,27.74513695941729,0.4460890768950495,759.0,427.0
88,6.0,110,22.57017119454199,29.68724302192234,0.4451941560295773,683.0,475.0
88,6.0,120,24.154744759896943,31.555254607859577,0.4442202090998441,619.0,520.0
88,6.0,130,25.629147998425204,33.351238968252254,0.4431652555873831,566.0,561.0
88,6.0,140,27.002396963562692,35.076908685975084,0.4420440783192818,520.0,600.0
88,6.0,150,28.28312037301198,36.73398995829493,0.440875830781504,482.0,637.0
88,6.0,160,29.479354283139607,38.32436174363684,0.4396789593312786,448.0,670.0
88,6.0,170,30.598466873262502,39.85008435905372,0.4384693618205205,419.0,701.0
88,6.0,180,31.6471526775912,41.31337821071988,0.4372599626749707,393.0,730.0
88,6.0,190,32.63146244998742,42.71658343591288,0.4360608769585911,371.0,757.0
88,6.0,200,33.5568497772833,44.06211564908277,0.4348797862002224,351.0,781.0
88,7.0,30,6.4652407547752055,11.323616126512178,0.5116156893855912,2130.0,70.0
88,7.0,40,8.940573429438958,14.576305372921537,0.4747861590222424,1769.0,125.0
88,7.0,50,11.511294321746329,17.37869188739264,0.4595551852271652,1480.0,185.0
88,7.0,60,14.029757481327747,19.93181540438815,0.4537277139574962,1253.0,248.0
88,7.0,70,16.423492468007105,22.334885094070184,0.4512646533116803,1074.0,311.0
88,7.0,80,18.664232312681683,24.63215386866181,0.4499129973280706,932.0,373.0
88,7.0,90,20.74615076963537,26.84209672927802,0.4488488485720118,818.0,431.0
88,7.0,100,22.6741519654362,28.97180509981585,0.4477824917616403,726.0,486.0
88,7.0,110,24.457881146676645,31.02370739533498,0.4466281958471874,651.0,537.0
88,7.0,120,26.108702584887904,32.99863212022421,0.4453774368434494,588.0,585.0
88,7.0,130,27.638197115680235,34.897151864807206,0.4440485311702898,536.0,629.0
88,7.0,140,29.05744209179971,36.72012071841624,0.4426664638370348,492.0,670.0
88,7.0,150,30.37669634839148,38.46883770560421,0.4412551085795188,454.0,708.0
88,7.0,160,31.60529423131289,40.14504361644371,0.4398346206805263,422.0,743.0
88,7.0,170,32.75164553488584,41.75085096768117,0.438420961381559,394.0,775.0
88,7.0,180,33.82328653762424,43.28865444306536,0.4370262449744415,369.0,804.0
88,7.0,190,34.82695295957198,44.76104335313834,0.4356593448240383,348.0,832.0
88,8.0,30,6.9865292188296015,11.95256611435952,0.5040028665439565,2178.0,86.0
