id,yield_class,age,average_height,dbh,taper,trees_per_ha,volume_per_ha
90,6.0,200,35.21995445672661,44.79468110944782,0.4362583479317504,334.0,810.0
90,6.0,210,36.5062341785614,46.33076852853237,0.4351988624750971,312.0,835.0
90,6.0,220,37.736740126462806,47.81312669818987,0.4341341967233526,291.0,858.0
90,6.0,230,38.91457905592991,49.24301514647664,0.4330733391231545,273.0,879.0
90,6.0,240,40.04269696468575,50.62186576181783,0.4320231935246324,257.0,897.0
90,7.0,30,4.199299480524747,10.45366838503095,0.4490666203881926,3241.0,52.0
90,7.0,40,6.29648852283213,13.253750705362211,0.4686027181801885,2505.0,101.0
90,7.0,50,8.621424572773762,15.836884229581315,0.455449886141281,1997.0,154.0
90,7.0,60,11.042507873405356,18.31223009676844,0.4484562394631108,1628.0,212.0
90,7.0,70,13.47457883051681,20.729705443561976,0.4458008491768578,1350.0,273.0
90,7.0,80,15.8666599098667,23.10828412411833,0.4449768845008498,1136.0,336.0
90,7.0,90,18.189480562786407,25.45183337218277,0.4447287065014164,969.0,399.0
90,7.0,100,20.42716873914281,27.7573674817217,0.4445203833383433,836.0,459.0
90,7.0,110,22.57208975507575,30.019286838248902,0.444152841389803,729.0,517.0
90,7.0,120,24.621668913594675,32.23152146861279,0.4435754982217562,641.0,571.0
90,7.0,130,26.5764221435242,34.38856720365014,0.4427993480175468,569.0,622.0
90,7.0,140,28.43872288544264,36.48593021118507,0.4418575982489706,509.0,669.0
90,7.0,150,30.212022800119485,38.52025649713121,0.4407882611958105,458.0,711.0
90,7.0,160,31.900356145511587,40.48929838982692,0.4396268942436456,415.0,750.0
90,7.0,170,33.5080239098698,42.39180278273261,0.4384040100705731,378.0,785.0
90,7.0,180,35.039393252382,44.2273684295135,0.437144584876764,347.0,817.0
90,7.0,190,36.49877166185686,45.99629818478715,0.4358684502528052,319.0,845.0
90,7.0,200,37.8903299020974,47.69945970060305,0.4345909989583682,295.0,870.0
90,7.0,210,39.21805696222757,49.33816091500876,0.4333239447063034,274.0,893.0
90,8.0,30,4.5746744967042,10.611076269672491,0.472804976518133,3541.0,67.0
90,8.0,40,6.941673990487552,13.45732679498962,0.4745262220533579,2638.0,123.0
90,8.0,50,9.52540887543836,16.15536102585221,0.4591408462478071,2043.0,183.0
90,8.0,60,12.17997633788542,18.79409865321554,0.4517931836220588,1626.0,248.0
90,8.0,70,14.818704354426286,21.40546936398224,0.448854189690292,1323.0,316.0
90,8.0,80,17.392678462349654,23.99485892034201,0.4476249775614119,1095.0,385.0
90,8.0,90,19.875521412537168,26.556231455230453,0.4468856984302113,921.0,453.0
90,8.0,100,22.254217513008197,29.07949031664567,0.4461517268830211,785.0,518.0
90,8.0,110,24.52369248701696,31.554026001518235,0.4452607383701158,678.0,579.0
90,8.0,120,26.6835857260298,33.97034951673168,0.4441844356473411,591.0,635.0
90,8.0,130,28.736301438488784,36.32074352902077,0.44294576918265,520.0,686.0
90,8.0,140,30.685816743233325,38.599408919731104,0.4415831958293048,462.0,733.0
90,8.0,150,32.53694582864001,40.80236066256096,0.4401358438684304,414.0,775.0
90,8.0,160,34.29488366354787,42.92721094699816,0.4386379643706437,373.0,813.0
90,8.0,170,35.96492368437739,44.97291449683403,0.4371174426454732,338.0,846.0
90,8.0,180,37.55228512035245,46.939515739178034,0.4355959982679299,309.0,875.0
90,8.0,190,39.06201006987517,48.827917397324505,0.4340900003275448,283.0,901.0
90,9.0,30,4.978262613624875,10.66082080664066,0.4918613813663119,3831.0,83.0
90,9.0,40,7.611803370876555,13.57640663394275,0.4797457120394607,2755.0,145.0
90,9.0,50,10.443422644633875,16.41363376161969,0.4625143166034295,2075.0,212.0
90,9.0,60,13.318886873909078,19.23723137370667,0.4547644816551963,1616.0,284.0
90,9.0,70,16.15215865911321,22.06060742079123,0.4514706810225498,1290.0,359.0
90,9.0,80,18.89711731608552,24.875688290705508,0.4497902893563971,1052.0,434.0
90,9.0,90,21.530458584864355,27.66672569357812,0.4485386831826521,873.0,507.0
90,9.0,100,24.041984703274764,30.41669735102447,0.4472769554657217,736.0,575.0
90,9.0,110,26.42906179961137,33.11018725414191,0.4458744733318016,629.0,638.0
90,9.0,120,28.693400171885543,35.73452465731337,0.4443211219204547,544.0,696.0
90,9.0,130,30.839151036663495,38.28004824519231,0.4426485457814644,476.0,748.0
90,9.0,140,32.87176598597497,40.73994237095361,0.4408979052857948,420.0,794.0
90,9.0,150,34.79730787611501,43.10988409271453,0.4391075044565659,374.0,834.0
90,9.0,160,36.622034005528526,45.387629292331646,0.4373088487370994,335.0,870.0
90,9.0,170,38.35214613369768,47.57260487718261,0.4355261601081056,303.0,900.0
90,9.0,180,39.993643984473394,49.665539380770575,0.4337771819825196,275.0,927.0
90,10.0,30,5.41896085325652,10.625135185721415,0.507809255550701,4117.0,100.0
90,10.0,40,8.318473982246024,13.634531942208886,0.4843529223918952,2859.0,168.0
90,10.0,50,11.39224467099998,16.635340262306368,0.4655833443562855,2097.0,241.0
90,10.0,60,14.481856554319997,19.666245056595432,0.4574302264269236,1597.0,321.0
90,10.0,70,17.503295465756025,22.721828911890924,0.4537412046847868,1253.0,403.0
90,10.0,80,20.413668695184416,25.78037539934148,0.4515747786434745,1007.0,484.0
90,10.0,90,23.19282527775128,28.816240619392836,0.4497896435020679,825.0,561.0
90,10.0,100,25.83333266341109,31.80536570350785,0.4479927346156842,688.0,633.0
90,10.0,110,28.33489972540937,34.72753368618714,0.4460829756555798,583.0,698.0
90,10.0,120,30.701201721394085,37.56701422225888,0.4440657411785912,500.0,756.0
90,10.0,130,32.93803764571895,40.312415545056986,0.4419787919098472,434.0,807.0
90,10.0,140,35.05224643188252,42.956177141710775,0.4398637930452053,381.0,851.0
90,10.0,150,37.05106561305581,45.493936821088425,0.4377564725538186,337.0,890.0
90,10.0,160,38.94175312633456,47.92389521369258,0.4356842605456737,301.0,922.0
90,11.0,30,5.885261165462734,10.523111052878535,0.520852133578771,4393.0,117.0
90,11.0,40,9.042096629700035,13.646296786713588,0.488247638044463,2951.0,190.0
90,11.0,50,12.346808983280054,16.828060716711352,0.4682712245586353,2109.0,271.0
90,11.0,60,15.639789776977883,20.08123339341515,0.4597507877976854,1573.0,358.0
90,11.0,70,18.839856626864577,23.38180596337056,0.4556526472848593,1213.0,447.0
90,11.0,80,21.90747235619812,26.694345820025465,0.4529860018229267,961.0,534.0
90,11.0,90,24.825543737243425,29.9831533700457,0.4506640609240541,778.0,615.0
90,11.0,100,27.58924264721072,33.217049631899656,0.4483405538460906,643.0,689.0
90,11.0,110,30.20045327028904,36.37106682952955,0.4459418231181812,540.0,755.0
90,11.0,120,32.66466325924933,39.42659018248682,0.4434859225023052,459.0,813.0
90,11.0,130,34.98918820275575,42.37076124285711,0.4410141355039619,396.0,863.0
90,11.0,140,37.18214484242198,45.19558587960924,0.4385665375243692,346.0,905.0
90,11.0,150,39.251855319516736,47.89698649052011,0.4361747140424907,304.0,940.0
90,12.0,30,6.375724029089045,10.371675341898154,0.5314532350647472,4661.0,133.0
90,12.0,40,9.781087413884944,13.625062637086824,0.491494411080306,3031.0,212.0
90,12.0,50,13.306814937117723,17.002099843967166,0.4706176355374923,2113.0,300.0
90,12.0,60,16.794081333413512,20.49044389747249,0.4617735929454022,1545.0,395.0
90,12.0,70,20.16496734590905,24.047472152920232,0.4572580291977298,1172.0,491.0
90,12.0,80,23.383275024670542,27.623643699579027,0.4540800999188256,916.0,583.0
90,12.0,90,26.43482095475628,31.172814130058107,0.4512199047587044,734.0,668.0
90,12.0,100,29.31720709246311,34.656472381582475,0.4483792934347308,600.0,744.0
90,12.0,110,32.03432936649788,38.04489723721541,0.4455099422710079,499.0,810.0
90,12.0,120,34.59334701906179,41.31675838669424,0.4426398019006233,422.0,867.0
90,12.0,130,37.00297605016341,44.45801119602917,0.4398111647668663,362.0,915.0
90,12.0,140,39.27251730830247,47.46056302632498,0.4370605454198387,314.0,954.0
90,13.0,30,6.883666346969937,10.185948320841604,0.5398631396707878,4919.0,148.0
90,13.0,40,10.526681865378242,13.58092574344901,0.4941402409178034,3101.0,233.0
90,13.0,50,14.26261327212238,17.16296620167669,0.4726487616557796,2110.0,329.0
90,13.0,60,17.93466549256092,20.89541230731,0.4635252652080622,1514.0,431.0
90,13.0,70,21.46833689040757,24.716807936739805,0.458588319108104,1131.0,534.0
90,13.0,80,24.83063399788972,28.56293406709397,0.4548940260245874,872.0,631.0
90,13.0,90,28.010080185274617,32.37671966647558,0.4515004434230074,691.0,720.0
90,13.0,100,31.00650702797684,36.11208940102883,0.4481579030303348,560.0,797.0
90,13.0,110,33.82564726329277,39.73458943661991,0.4448408049263015,463.0,863.0
90,13.0,120,36.47618745401452,43.22038370170597,0.4415840459543823,388.0,919.0
90,13.0,130,38.96812858157436,46.55456201556689,0.4384284666674743,331.0,963.0
90,14.0,30,7.404932765425551,9.977590657367736,0.546362579686826,5168.0,163.0
90,14.0,40,11.274520688088064,13.521441015931778,0.4962617668356682,3162.0,254.0
90,14.0,50,15.210317477637266,17.315105863188293,0.4744084727950823,2103.0,357.0
90,14.0,60,19.058293305228844,21.298218170324684,0.4650427650708912,1481.0,467.0
90,14.0,70,22.74735057388873,25.389946741587124,0.4596804007012598,1090.0,577.0
90,14.0,80,26.24750592889057,29.51060718647664,0.4554670939322583,831.0,679.0
90,14.0,90,29.549766653917622,33.591613266098065,0.4515478998427221,651.0,770.0
90,14.0,100,32.65599044329134,37.57906724459863,0.4477209517707556,523.0,849.0
90,14.0,110,35.57357661253908,41.433823317002094,0.4439803423213074,429.0,914.0
90,14.0,120,38.31260298684133,45.1297863675299,0.4403649026002794,358.0,966.0
90,15.0,30,7.935655820257015,9.755605776637015,0.5512010849299569,5408.0,176.0
90,15.0,40,12.020847848055263,13.45209656652903,0.4979347151117798,3214.0,273.0
90,15.0,50,16.146689368989875,17.461438034587037,0.4759380840936578,2091.0,384.0
90,15.0,60,20.16230821189485,21.699805555213494,0.4663586807687304,1448.0,503.0
90,15.0,70,23.999894184395338,26.066161779893672,0.4605662252720366,1050.0,619.0
90,15.0,80,27.632246937190484,30.464398280507098,0.4558334215089291,791.0,726.0
90,15.0,90,31.05262688810475,34.81375660966744,0.4513989521119527,614.0,820.0
90,15.0,100,34.264716827708504,39.05225967995756,0.4471070040639114,489.0,898.0
90,15.0,110,37.27741959713557,43.13614613391005,0.4429679849786763,398.0,961.0
91,2.0,50,4.879652996831278,9.726899345859904,0.5079024091547643,1884.0,34.0
91,2.0,60,6.34305800192475,12.406553208896536,0.4868261375532583,1226.0,45.0
91,2.0,70,7.637278198643885,14.788685645855557,0.460232109822414,1044.0,63.0
91,2.0,80,8.86152760439109,16.880922757060247,0.4447752120559683,994.0,87.0
91,2.0,90,10.077893160470024,18.704968693380785,0.4371437384741421,983.0,119.0
91,2.0,100,11.312851789898508,20.31157690194394,0.4340485983327679,978.0,155.0
91,2.0,110,12.5707973968191,21.765463215588365,0.4333319178042714,967.0,196.0
91,2.0,120,13.8454181982578,23.12808387420757,0.4337098920130092,945.0,238.0
91,2.0,130,15.12680511198587,24.44757982444951,0.4344723372062903,913.0,281.0
91,2.0,140,16.405092271950842,25.756100270276537,0.4352565103500692,873.0,324.0
91,2.0,150,17.67192563949655,27.071523014817373,0.4358970528797737,827.0,367.0
91,2.0,160,18.92079542157195,28.400819189700464,0.4363346273299302,780.0,408.0
91,2.0,170,20.14687633441525,29.74347824967198,0.436563687928152,732.0,447.0
91,2.0,180,21.346714512648028,31.09434832678845,0.4366039370505496,686.0,485.0
91,2.0,190,22.517913090516988,32.44575721428932,0.436485236198958,642.0,522.0
91,2.0,200,23.6588704157187,33.788990473755,0.4362398716687789,601.0,557.0
91,2.0,210,24.76857989883351,35.11526224950008,0.435898760702318,564.0,590.0
91,2.0,220,25.846483290365168,36.4163111489544,0.4354897504089082,531.0,622.0
91,2.0,230,26.892364884760152,37.68473083726305,0.4350370208007243,501.0,654.0
91,2.0,240,27.906275073043155,38.914119907360174,0.434561060460877,474.0,684.0
91,2.0,250,28.88847417013148,40.09911370753056,0.4340789253747551,450.0,713.0
91,3.0,50,6.079563912565715,12.003293418039478,0.4910530878278998,1465.0,49.0
91,3.0,60,7.613030192694393,14.75819368388821,0.4604307274427988,1190.0,71.0
91,3.0,70,9.067556645947413,17.09143937066597,0.444376958367344,1118.0,103.0
91,3.0,80,10.526282933672208,19.06761839115052,0.437792840698229,1096.0,144.0
91,3.0,90,12.013607153198288,20.792627087528064,0.4359057399502459,1074.0,191.0
91,3.0,100,13.523960289975973,22.37601247655291,0.436003870235257,1040.0,241.0
91,3.0,110,15.04176664246238,23.90261914540694,0.436727768024247,992.0,292.0
91,3.0,120,16.551166851614365,25.424881556849545,0.4374667011444877,933.0,343.0
91,3.0,130,18.03941522231686,26.967494342748385,0.4379866677920696,870.0,392.0
91,3.0,140,19.497326879505216,28.53575221524905,0.4382290614593137,805.0,440.0
91,3.0,150,20.91869210593042,30.123188526092317,0.4382104749072895,743.0,485.0
91,3.0,160,22.299513226759217,31.717245678000037,0.4379755048776634,684.0,528.0
91,3.0,170,23.637360019295727,33.30304661944107,0.4375753948219342,632.0,569.0
91,3.0,180,24.930899815792245,34.86570517446151,0.4370588319986407,584.0,608.0
91,3.0,190,26.1795764302285,36.39161550435239,0.4364683998422255,543.0,645.0
91,3.0,200,27.383395562792,37.869068279505136,0.4358396545959208,506.0,681.0
91,3.0,210,28.54278016035721,39.288444840694645,0.4352013952491602,475.0,716.0
91,3.0,220,29.65846974164898,40.64216305140871,0.4345764323513764,448.0,749.0
91,3.0,230,30.731446936146195,41.924490812830825,0.4339825114667293,425.0,782.0
91,3.0,240,31.76288110251427,43.131301756660925,0.4334332222263469,405.0,814.0
91,3.0,250,32.75408315427384,44.25981865180699,0.4329388156934332,388.0,847.0
91,4.0,50,6.981247961940398,13.648348448137233,0.4715300721951446,1400.0,67.0
91,4.0,60,8.657396493702949,16.361697291746683,0.4490672381222079,1247.0,101.0
91,4.0,70,10.32815835745117,18.59506954719913,0.4403835692912022,1199.0,148.0
91,4.0,80,12.035160264908448,20.508852918786538,0.4380970642037611,1160.0,202.0
91,4.0,90,13.769318183928256,22.26615737211393,0.4381873606026745,1106.0,260.0
91,4.0,100,15.507201767347391,23.98359716873573,0.4388561159566815,1036.0,318.0
91,4.0,110,17.22694491361825,25.723188851524235,0.4394106550236125,955.0,376.0
91,4.0,120,18.91248413126343,27.505234170435628,0.4396447352060778,872.0,431.0
91,4.0,130,20.553238276053577,29.32439677061991,0.4395461536722992,792.0,483.0
91,4.0,140,22.14268271302124,31.16224810105783,0.4391708791269553,719.0,533.0
91,4.0,150,23.67704019348333,32.995466836816185,0.4385917706844859,653.0,580.0
91,4.0,160,25.154352496112107,34.8006421289494,0.4378786677644737,596.0,624.0
91,4.0,170,26.573884723821063,36.55678080676143,0.437091471141681,546.0,666.0
91,4.0,180,27.93575508703038,38.24637326405855,0.4362786442003932,504.0,707.0
91,4.0,190,29.240701044520627,39.85561107707207,0.4354779457017004,469.0,745.0
91,4.0,200,30.48992325465825,41.37414716853326,0.4347179809686868,439.0,783.0
91,4.0,210,31.684973252029188,42.79464518980086,0.4340199218191498,414.0,820.0
91,4.0,220,32.827666559474274,44.11226560609644,0.4333991033692672,394.0,857.0
91,4.0,230,33.92001199793996,45.3241699935442,0.4328663844694661,377.0,894.0
91,4.0,240,34.96415268839127,46.42908303279858,0.4324292483711122,363.0,930.0
91,4.0,250,35.9623164997836,47.42692637136569,0.4320926626171276,352.0,968.0
91,5.0,30,3.462951839095532,7.0747055316458685,0.2671488176492573,5532.0,20.0
91,5.0,40,5.635655479963289,11.238293959961194,0.4991821833264126,1914.0,53.0
91,5.0,50,7.523049504788851,14.536247897844168,0.4629272837874154,1412.0,81.0
91,5.0,60,9.3233862588448,17.190883243455215,0.4457042880714983,1295.0,124.0
91,5.0,70,11.15145751613315,19.373507483857964,0.440257385331816,1242.0,179.0
91,5.0,80,13.0202414255706,21.30057693555984,0.4394076296960054,1183.0,241.0
91,5.0,90,14.90458862341837,23.147136865609937,0.4398680867242175,1103.0,304.0
91,5.0,100,16.775536699946738,25.012911165335048,0.4403851640992528,1011.0,367.0
91,5.0,110,18.611065549869007,26.93431102680283,0.4405770101348035,914.0,427.0
91,5.0,120,20.396816651613317,28.90812337645448,0.4403936013619586,822.0,484.0
91,5.0,130,22.12414568559924,30.91108753793978,0.439896245360024,737.0,538.0
91,5.0,140,23.788173486519952,32.91261624087958,0.4391735864544762,663.0,589.0
91,5.0,150,25.386426888159328,34.88205156475649,0.4383110938907332,599.0,637.0
91,5.0,160,26.918003996179586,36.79229419287645,0.4373811068348252,545.0,682.0
91,5.0,170,28.38308092737033,38.62122222694127,0.4364409264007257,499.0,725.0
91,5.0,180,29.782612831916595,40.35185930378874,0.4355340419007765,462.0,767.0
91,5.0,190,31.118138058991907,41.97190755507478,0.4346924153426907,431.0,807.0
91,5.0,200,32.39163626900525,43.47302080972904,0.4339389040013128,406.0,847.0
91,5.0,210,33.60541647391936,44.850031774128645,0.4332894298806622,385.0,887.0
91,5.0,220,34.76202422651632,46.100242580066926,0.4327547641575643,369.0,927.0
91,5.0,230,35.86416337760909,47.22282446629259,0.4323419198553256,356.0,968.0
91,5.0,240,36.914630346927126,48.21833636275832,0.432055199897804,346.0,1009.0
91,5.0,250,37.91625967706474,49.08835383579624,0.4318969643498067,339.0,1051.0
91,6.0,30,3.97153311919314,8.09167569458275,0.4398164968068809,4147.0,37.0
91,6.0,40,6.219745929339213,12.27844025044018,0.4875345574975659,1815.0,65.0
91,6.0,50,8.229054799289479,15.53408417212377,0.4556577414858054,1459.0,103.0
91,6.0,60,10.221933850192286,18.103014569365588,0.4441358379518181,1358.0,158.0
91,6.0,70,12.267526277630632,20.26488153606857,0.4414637165366728,1283.0,224.0
91,6.0,80,14.345201154557907,22.283433180298367,0.4414587161739467,1189.0,293.0
91,6.0,90,16.416250376374716,24.319115875369864,0.4418194661773002,1077.0,362.0
91,6.0,100,18.44974169330876,26.432881044831127,0.4418650089596505,960.0,429.0
91,6.0,110,20.425877794894017,28.62264717220196,0.4414892135977025,850.0,493.0
91,6.0,120,22.333162104140296,30.855485647712342,0.4407639422911831,750.0,552.0
91,6.0,130,24.165333362125526,33.08813502188114,0.4398014281886079,665.0,608.0
91,6.0,140,25.919321563315613,35.27818238073201,0.4387086385456323,594.0,660.0
91,6.0,150,27.594079658580256,37.38925740862468,0.4375737311662014,535.0,709.0
91,6.0,160,29.189941469012435,39.3927339564341,0.4364641876073359,487.0,756.0
91,6.0,170,30.708249785726405,41.26757283221285,0.4354292041971267,448.0,801.0
91,6.0,180,32.151111925407825,42.99931576709414,0.4345033208065104,417.0,846.0
91,6.0,190,33.52121506132972,44.57881532530519,0.4337099958796276,392.0,890.0
91,6.0,200,34.8216735633784,46.00100731445472,0.4330646294253259,373.0,935.0
91,6.0,210,36.05589866792571,47.263861017747374,0.4325769169654582,358.0,980.0
91,6.0,220,37.22748759789426,48.367545612354206,0.4322525870520139,347.0,1026.0
91,6.0,230,38.34013103816559,49.31380214620199,0.432094634262085,339.0,1074.0
91,6.0,240,39.397537832549865,50.10548994729496,0.4321041658041439,334.0,1122.0
91,7.0,30,4.449990856929963,9.00062411845949,0.4933367854119034,3439.0,48.0
91,7.0,40,6.782179896297118,13.188291255208885,0.4774947369655187,1798.0,79.0
91,7.0,50,8.95217349780718,16.361964346377874,0.4519156849803447,1522.0,129.0
91,7.0,60,11.161523857998738,18.865192998766748,0.444561521720713,1414.0,196.0
91,7.0,70,13.428903856751258,21.077313517349737,0.4433441614967887,1304.0,270.0
91,7.0,80,15.708262893925156,23.269737109868764,0.443410148347035,1172.0,347.0
91,7.0,90,17.955079891204974,25.56065569080172,0.4433100073961513,1031.0,421.0
91,7.0,100,20.140347024775416,27.962057886092506,0.4427582889561099,898.0,491.0
91,7.0,110,22.247584274993503,30.43297218800014,0.4418109689658251,779.0,557.0
91,7.0,120,24.268001992927783,32.914346586228994,0.4406028169975295,680.0,618.0
91,7.0,130,26.19726659100701,35.347730195662194,0.4392671367450454,598.0,675.0
91,7.0,140,28.0337652471746,37.68363734312372,0.4379129697695618,532.0,729.0
91,7.0,150,29.777728507986428,39.88404768839289,0.4366217597264235,480.0,780.0
91,7.0,160,31.430752175676368,41.921912301548495,0.4354508404100311,439.0,830.0
91,7.0,170,32.99548279656981,43.77940042095906,0.4344387789414898,407.0,879.0
91,7.0,180,34.47536872640666,45.44585258580489,0.4336104998788722,383.0,929.0
91,7.0,190,35.874444765645265,46.91591074944932,0.4329814499689859,364.0,979.0
91,7.0,200,37.197143858808325,48.18800314020842,0.4325606894159127,351.0,1030.0
91,7.0,210,38.448136254951805,49.263207160102525,0.4323530504317279,341.0,1083.0
91,7.0,220,39.63219654132695,50.14444444795052,0.4323605726899664,336.0,1138.0
91,8.0,30,4.897262370028265,9.809133239204638,0.5070489107539735,3066.0,57.0
91,8.0,40,7.335786739456948,13.959323835587556,0.4703647265154479,1830.0,96.0
91,8.0,50,9.6979212182763,17.0333964234153,0.450703633905391,1592.0,158.0
91,8.0,60,12.13541270448374,19.517827436276395,0.4460449705980082,1456.0,235.0
91,8.0,70,14.620187590067282,21.857740869479237,0.4453271417122133,1304.0,318.0
91,8.0,80,17.090517552497893,24.2932261123822,0.445017386190071,1136.0,400.0
91,8.0,90,19.501894344273143,26.882885175048298,0.444302549119616,974.0,479.0
91,8.0,100,21.829051527217995,29.58697824232187,0.4431422619170921,830.0,552.0
91,8.0,110,24.058726706840087,32.32885987115752,0.4416808833753756,711.0,620.0
91,8.0,120,26.184260402069004,35.0284919875666,0.4400820283189562,615.0,683.0
91,8.0,130,28.20280562210913,37.61752075922717,0.4384825835685206,540.0,742.0
91,8.0,140,30.11404459399342,40.04392561291368,0.4369837870330027,481.0,798.0
91,8.0,150,31.91955433994187,42.27141992841216,0.4356550407870359,437.0,853.0
91,8.0,160,33.622398606466284,44.27671854646535,0.4345413329298172,403.0,907.0
91,8.0,170,35.22678947484519,46.046374510619344,0.4336704857869154,378.0,962.0
91,8.0,180,36.73778021755908,47.57397620967826,0.4330589164544093,360.0,1018.0
91,8.0,190,38.16099012307532,48.85796943022681,0.4327157382223767,347.0,1076.0
91,8.0,200,39.50236831752908,49.900106084717,0.4326454664597483,340.0,1136.0
91,9.0,30,5.3083613578523,10.502068207500288,0.5073881060515826,2881.0,67.0
91,9.0,40,7.87689905766045,14.57704249647881,0.4661117610836803,1890.0,115.0
91,9.0,50,10.44807001955094,17.560220642801397,0.4511232732519381,1658.0,189.0
91,9.0,60,13.110221314467951,20.0864661695318,0.4479167765801427,1483.0,275.0
91,9.0,70,15.798351216390442,22.620289695823946,0.4470874181747149,1287.0,365.0
91,9.0,80,18.443985428372947,25.341994365156346,0.4461959132178236,1090.0,452.0
91,9.0,90,21.006002288006403,28.24410502996532,0.4448465888035263,912.0,534.0
91,9.0,100,23.46306392670493,31.23806817566189,0.4431379374607139,765.0,610.0
91,9.0,110,25.80439732839205,34.2173114181846,0.4412588734265563,649.0,680.0
91,9.0,120,28.024855175341912,37.08687308885592,0.439381684648274,560.0,745.0
91,9.0,130,30.122823138584344,39.77367859423535,0.4376360425031761,492.0,806.0
91,9.0,140,32.09933000276577,42.22691484001683,0.4361098927843612,441.0,866.0
91,9.0,150,33.957525360311536,44.41427129954897,0.4348587788032532,404.0,925.0
91,9.0,160,35.70223156543561,46.317236521441664,0.4339159177242595,377.0,986.0
91,9.0,170,37.339513005696986,47.92692653419051,0.4333002622569288,359.0,1048.0
91,9.0,180,38.87627703982834,49.24092521063955,0.4330220794738731,347.0,1114.0
91,10.0,30,5.693692850010162,11.088596408340727,0.5039754218677246,2805.0,77.0
91,10.0,40,8.414685151961923,15.059359038748974,0.4640830870057965,1965.0,136.0
91,10.0,50,11.203487965717326,17.97866614501199,0.4524601025599906,1717.0,220.0
91,10.0,60,14.082045242204416,20.6079605223972,0.4498244635313951,1494.0,315.0
91,10.0,70,16.959524175834748,23.387188673136613,0.4485461789542826,1258.0,411.0
91,10.0,80,19.76713063853913,26.41966093884172,0.4470029077605524,1037.0,502.0
91,10.0,90,22.468457261248183,29.63116726121689,0.4450554158825006,852.0,587.0
91,10.0,100,25.045462124675247,32.88911164039345,0.4428793683015621,706.0,666.0
91,10.0,110,27.489077492691077,36.063079967327965,0.4406838179240986,596.0,738.0
91,10.0,120,29.795290640025215,39.048821309076274,0.4386373069337568,514.0,805.0
91,10.0,130,31.96374273031239,41.77276367202749,0.4368558104216085,455.0,870.0
91,10.0,140,33.99707180494494,44.18783294766397,0.4354117625390253,412.0,935.0
91,10.0,150,35.90035519796009,46.26677205991293,0.4343475117887542,382.0,1001.0
91,10.0,160,37.680529137018,47.99594821405793,0.4336867275284846,362.0,1070.0
91,10.0,170,39.34582117253922,49.37068219517335,0.4334422439153778,350.0,1142.0
91,11.0,30,6.060118144516223,11.57277276320261,0.5002170230625445,2798.0,89.0
91,11.0,40,8.951722194610612,15.42277505017677,0.4636769232900125,2049.0,158.0
91,11.0,50,11.959278018663197,18.316910925565725,0.4542469229818384,1766.0,252.0
91,11.0,60,15.042705167269588,21.104019192742765,0.4515945794549977,1493.0,354.0
91,11.0,70,18.095819772100032,24.16415597294679,0.4497034259141286,1220.0,455.0
91,11.0,80,21.053512928315143,27.51536758162337,0.4475112967482324,983.0,551.0
91,11.0,90,23.884074948953725,31.01942960161458,0.4450295341678629,795.0,639.0
91,11.0,100,26.57182080933061,34.505442180037726,0.4424762138213425,654.0,719.0
91,11.0,110,29.108776375577357,37.82522097883638,0.440065419665768,551.0,794.0
91,11.0,120,31.4919660032916,40.87014325333321,0.4379538101450715,478.0,865.0
91,11.0,130,33.722535603620734,43.5692167465041,0.4362404713194294,426.0,935.0
91,11.0,140,35.805131100491245,45.88043411401237,0.4349827542416949,391.0,1007.0
91,11.0,150,37.74717450897384,47.78170809799338,0.4342122823710275,368.0,1081.0
91,11.0,160,39.55808700771316,49.26383500294855,0.4339463502423088,354.0,1160.0
91,12.0,30,6.410700459892091,11.957384028064965,0.4973118145527213,2837.0,101.0
91,12.0,40,9.48461078654145,15.683746844142544,0.4643780391777948,2135.0,181.0
91,12.0,50,12.705122854430606,18.595967645562,0.4561784804541356,1806.0,284.0
91,12.0,60,15.979246768292992,21.58402779631085,0.4531504706097349,1481.0,392.0
91,12.0,70,19.194180799360645,24.943910236333043,0.4505913487350422,1179.0,498.0
91,12.0,80,22.29046290253176,28.606670294434984,0.4477940284493356,931.0,597.0
91,12.0,90,25.240291517284604,32.37489658735947,0.4448566729671185,744.0,688.0
91,12.0,100,28.0294141095447,36.04567032533339,0.4420195330299135,610.0,771.0
91,12.0,110,30.65060418335817,39.45874720265952,0.4394914800865561,515.0,849.0
91,12.0,120,33.10207229057573,42.50502804657822,0.4374124964664529,450.0,925.0
91,12.0,130,35.38686533613772,45.1179266617506,0.4358644805192635,406.0,1001.0
91,12.0,140,37.51209216025818,47.26076591747538,0.4348921929960181,377.0,1081.0
91,12.0,150,39.48793611108326,48.91611432102919,0.4345200962374953,361.0,1166.0
91,13.0,30,6.751339338250844,12.25205116498542,0.4955452882532458,2908.0,114.0
91,13.0,40,10.014996905681064,15.862271707134695,0.4657871461693885,2221.0,204.0
91,13.0,50,13.440219538146502,18.834887762742383,0.4580960476724762,1836.0,315.0
91,13.0,60,16.891841648051766,22.056605209264305,0.4544926914604253,1463.0,429.0
91,13.0,70,20.25692336078905,25.724340446768743,0.4512656829826229,1136.0,539.0
91,13.0,80,23.482188467590472,29.683477296915356,0.4479204638807146,882.0,642.0
91,13.0,90,26.542674176172007,33.68269054195727,0.4446068585622417,700.0,736.0
91,13.0,100,29.4248454629846,37.49303804237632,0.4415745923468178,573.0,822.0
