tree_type,age,average_height,dbh,trees_per_ha,basal_area
coniferous,70.0,24.7,27.4,812.0,47.8
coniferous,80.0,26.8,30.3,700.0,50.5
coniferous,90.0,28.3,32.9,620.0,52.7
coniferous,100.0,29.5,35.2,561.0,54.6
coniferous,110.0,30.5,37.2,517.0,56.2
coniferous,120.0,31.2,38.9,484.0,57.5
coniferous,130.0,31.7,40.2,461.0,58.6
coniferous,140.0,32.1,41.3,444.0,59.5
coniferous,150.0,32.4,42.1,434.0,60.3
coniferous,20.0,5.6,7.5,4462.0,19.8
coniferous,30.0,10.1,11.8,2514.0,27.4
coniferous,40.0,14.4,15.8,1712.0,33.4
coniferous,50.0,18.0,19.5,1285.0,38.2
coniferous,60.0,21.1,22.9,1026.0,42.1
coniferous,70.0,23.5,26.0,856.0,45.3
coniferous,80.0,25.4,28.8,737.0,47.9
coniferous,90.0,26.9,31.3,652.0,50.1
coniferous,100.0,28.0,33.5,589.0,52.0
coniferous,110.0,28.9,35.5,542.0,53.6
coniferous,120.0,29.5,37.1,507.0,54.9
coniferous,130.0,30.0,38.5,481.0,56.0
coniferous,140.0,30.4,39.6,463.0,57.0
coniferous,150.0,30.6,40.4,451.0,57.8
coniferous,20.0,5.3,6.9,4856.0,18.1
coniferous,30.0,9.6,11.0,2689.0,25.4
coniferous,40.0,13.7,14.8,1819.0,31.1
coniferous,50.0,17.1,18.3,1361.0,35.7
coniferous,60.0,20.0,21.5,1084.0,39.5
coniferous,70.0,22.3,24.5,902.0,42.6
coniferous,80.0,24.0,27.2,776.0,45.2
coniferous,90.0,25.4,29.7,684.0,47.4
coniferous,100.0,26.4,31.9,617.0,49.2
coniferous,110.0,27.2,33.8,567.0,50.8
coniferous,120.0,27.8,35.4,527.0,52.1
coniferous,130.0,28.2,36.8,501.0,53.2
coniferous,140.0,28.5,37.9,480.0,54.2
coniferous,150.0,28.8,38.7,467.0,55.0
coniferous,20.0,5.0,6.3,5340.0,16.4
coniferous,30.0,9.1,10.1,2893.0,23.3
coniferous,40.0,12.9,13.7,1941.0,28.7
coniferous,50.0,16.2,17.1,1446.0,33.2
coniferous,60.0,18.8,20.2,1148.0,36.8
coniferous,70.0,20.9,23.1,953.0,39.9
coniferous,80.0,22.5,25.7,818.0,42.4
coniferous,90.0,23.8,28.1,720.0,44.5
coniferous,100.0,24.7,30.2,648.0,46.3
coniferous,110.0,25.4,32.1,593.0,47.9
coniferous,120.0,25.9,33.7,552.0,49.2
coniferous,130.0,26.3,35.1,521.0,50.3
coniferous,140.0,26.6,36.2,498.0,51.3
coniferous,150.0,26.8,37.1,482.0,52.1
coniferous,30.0,8.6,9.3,3141.0,21.1
coniferous,40.0,12.2,12.7,2585.0,26.3
coniferous,50.0,15.2,15.9,1545.0,30.5
coniferous,60.0,17.7,18.8,1223.0,34.0
coniferous,70.0,19.6,21.6,1012.0,37.0
coniferous,80.0,21.0,24.1,866.0,39.5
coniferous,90.0,22.1,26.4,761.0,41.6
coniferous,100.0,22.9,28.4,683.0,43.3
coniferous,110.0,23.5,30.3,623.0,44.9
coniferous,120.0,23.9,31.9,578.0,46.2
coniferous,130.0,24.2,33.3,544.0,47.3
coniferous,140.0,24.4,34.4,519.0,48.2
coniferous,150.0,24.6,35.4,500.0,49.1
coniferous,30.0,8.0,8.3,3482.0,18.8
coniferous,40.0,11.4,11.5,2276.0,23.6
coniferous,50.0,14.1,14.5,1673.0,27.6
coniferous,60.0,16.3,17.3,1317.0,31.0
coniferous,70.0,18.0,19.9,1086.0,33.8
coniferous,80.0,19.2,22.3,926.0,36.2
coniferous,90.0,20.1,24.5,810.0,38.2
coniferous,100.0,20.8,26.5,724.0,40.0
coniferous,110.0,21.2,28.3,659.0,41.5
coniferous,120.0,21.5,29.9,609.0,42.8
coniferous,130.0,21.8,31.3,570.0,43.9
coniferous,140.0,22.0,32.5,541.0,44.8
coniferous,150.0,22.1,33.5,519.0,45.7
coniferous,30.0,7.4,7.3,3934.0,16.4
coniferous,40.0,10.5,10.3,2523.0,20.9
coniferous,50.0,13.0,13.1,1836.0,24.7
coniferous,60.0,14.9,15.7,1437.0,27.8
coniferous,70.0,16.3,18.1,1179.0,30.5
coniferous,80.0,17.3,20.4,1002.0,32.8
coniferous,90.0,18.0,22.5,873.0,34.8
coniferous,100.0,18.5,24.4,778.0,36.5
coniferous,110.0,18.8,26.2,705.0,37.9
coniferous,120.0,19.1,27.7,649.0,39.2
coniferous,130.0,19.2,29.1,605.0,40.3
coniferous,140.0,19.3,30.3,571.0,41.3
coniferous,150.0,19.4,31.4,545.0,42.1
coniferous,20.0,8.8,7.7,5987.0,27.8
coniferous,30.0,15.2,13.9,2327.0,35.4
coniferous,40.0,20.2,19.8,1334.0,41.1
coniferous,50.0,24.2,25.3,896.0,45.2
coniferous,60.0,27.4,30.5,661.0,48.5
coniferous,70.0,29.9,35.4,521.0,51.3
coniferous,80.0,31.9,39.9,428.0,53.6
coniferous,90.0,33.5,44.1,362.0,55.3
coniferous,100.0,34.8,48.0,313.0,56.6
coniferous,110.0,35.8,51.5,277.0,57.7
coniferous,120.0,36.5,54.6,250.0,58.6
coniferous,130.0,37.2,57.5,229.0,59.4
coniferous,140.0,37.7,60.0,213.0,60.1
coniferous,150.0,38.1,62.1,200.0,60.6
coniferous,20.0,8.0,7.3,6070.0,25.1
coniferous,30.0,14.3,13.3,2463.0,43.2
coniferous,40.0,19.3,19.0,1401.0,39.8
coniferous,50.0,23.3,24.4,938.0,43.8
coniferous,60.0,26.4,29.4,692.0,47.1
coniferous,70.0,28.9,34.1,545.0,49.8
coniferous,80.0,30.9,38.5,447.0,52.1
coniferous,90.0,32.5,42.6,378.0,53.8
coniferous,100.0,33.8,46.3,328.0,55.1
coniferous,110.0,34.8,49.7,290.0,56.2
coniferous,120.0,35.6,52.7,261.0,57.0
coniferous,130.0,36.2,55.4,240.0,57.8
coniferous,140.0,36.7,57.8,222.0,58.4
coniferous,150.0,37.1,59.9,209.0,58.8
coniferous,20.0,7.3,6.8,6131.0,22.4
coniferous,30.0,13.5,12.7,2614.0,33.1
coniferous,40.0,18.4,18.2,1477.0,38.5
coniferous,50.0,22.3,23.4,984.0,42.5
coniferous,60.0,25.5,28.3,725.0,45.6
coniferous,70.0,28.0,32.9,570.0,48.4
coniferous,80.0,29.9,37.1,468.0,50.7
coniferous,90.0,31.5,41.0,396.0,52.4
coniferous,100.0,32.8,44.6,344.0,53.7
coniferous,110.0,33.8,47.8,304.0,54.7
coniferous,120.0,34.6,50.8,274.0,55.5
coniferous,130.0,35.2,53.4,251.0,56.2
coniferous,140.0,35.7,55.7,233.0,56.7
coniferous,150.0,36.1,57.6,219.0,57.1
coniferous,20.0,6.4,6.4,6155.0,19.7
coniferous,30.0,12.6,12.1,2786.0,31.9
coniferous,40.0,17.5,17.4,1560.0,37.2
coniferous,50.0,21.4,22.5,1036.0,41.1
coniferous,60.0,24.5,27.2,762.0,44.2
coniferous,70.0,27.0,31.6,599.0,47.0
coniferous,80.0,29.0,35.7,492.0,49.2
coniferous,90.0,30.6,39.4,417.0,50.9
coniferous,100.0,31.8,42.9,361.0,52.2
coniferous,110.0,32.8,46.0,320.0,53.2
coniferous,120.0,33.6,48.8,288.0,53.9
coniferous,130.0,34.2,51.3,264.0,54.5
coniferous,140.0,34.7,53.4,245.0,55.0
coniferous,150.0,35.1,55.3,230.0,55.3
coniferous,20.0,5.8,6.0,6117.0,17.0
coniferous,30.0,11.8,11.5,2978.0,30.7
coniferous,40.0,16.6,16.6,1635.0,36.0
coniferous,50.0,20.5,21.5,1092.0,39.7
coniferous,60.0,23.6,26.1,801.0,42.8
coniferous,70.0,26.0,30.3,630.0,45.5
coniferous,80.0,28.0,34.3,517.0,47.7
coniferous,90.0,29.6,37.9,438.0,49.4
coniferous,100.0,30.8,41.2,380.0,50.7
coniferous,110.0,31.8,44.2,337.0,51.7
coniferous,120.0,32.6,46.9,304.0,52.4
coniferous,130.0,33.2,49.2,278.0,52.9
coniferous,140.0,33.7,51.3,258.0,53.3
coniferous,150.0,34.1,53.0,243.0,53.5
coniferous,30.0,10.9,10.8,3198.0,29.5
coniferous,40.0,15.7,15.9,1757.0,34.7
coniferous,50.0,19.6,20.6,1155.0,38.4
coniferous,60.0,22.6,25.0,846.0,41.4
coniferous,70.0,25.1,29.1,664.0,44.0
coniferous,80.0,27.1,32.8,545.0,46.2
coniferous,90.0,28.6,36.3,462.0,47.9
coniferous,100.0,29.8,39.5,402.0,49.2
coniferous,110.0,30.8,42.4,356.0,50.2
coniferous,120.0,31.6,44.9,321.0,50.8
coniferous,130.0,32.2,47.2,294.0,51.3
coniferous,140.0,32.7,49.1,273.0,51.6
coniferous,150.0,33.1,50.7,256.0,51.8
coniferous,30.0,10.0,10.2,3477.0,28.2
coniferous,40.0,14.7,15.0,1884.0,33.3
coniferous,50.0,18.5,19.5,1231.0,36.8
coniferous,60.0,21.6,23.8,898.0,39.8
coniferous,70.0,24.0,27.7,704.0,42.4
coniferous,80.0,26.0,31.3,578.0,44.5
coniferous,90.0,27.5,34.7,490.0,46.2
coniferous,100.0,28.7,37.7,426.0,47.5
coniferous,110.0,29.7,40.4,378.0,48.5
coniferous,120.0,30.5,42.9,340.0,49.1
coniferous,130.0,31.1,45.0,311.0,49.5
coniferous,140.0,31.6,46.9,288.0,49.7
coniferous,150.0,31.9,48.4,271.0,49.8
coniferous,30.0,9.0,9.5,3818.0,26.9
coniferous,40.0,13.7,14.1,2038.0,31.9
coniferous,50.0,17.5,18.4,1322.0,35.3
coniferous,60.0,20.5,22.5,962.0,38.2
coniferous,70.0,23.0,26.2,754.0,40.8
coniferous,80.0,24.9,29.7,619.0,42.9
coniferous,90.0,26.4,32.9,525.0,44.6
coniferous,100.0,27.6,35.8,457.0,45.9
coniferous,110.0,28.6,38.3,405.0,46.8
coniferous,120.0,29.3,40.6,365.0,47.3
coniferous,130.0,29.9,42.6,334.0,47.6
coniferous,140.0,30.4,44.3,310.0,47.8
coniferous,150.0,30.8,45.7,291.0,47.9
coniferous,30.0,8.0,8.8,4220.0,25.6
coniferous,40.0,12.7,13.2,2216.0,30.4
coniferous,50.0,16.5,17.4,1424.0,33.8
coniferous,60.0,19.5,21.2,1034.0,36.7
coniferous,70.0,21.9,24.8,808.0,39.1
coniferous,80.0,23.8,28.1,663.0,41.2
coniferous,90.0,25.3,31.1,564.0,42.9
coniferous,100.0,26.5,33.9,491.0,44.2
coniferous,110.0,27.4,36.3,436.0,45.1
coniferous,120.0,28.2,38.5,392.0,45.6
coniferous,130.0,28.8,40.3,359.0,45.8
coniferous,140.0,29.2,41.9,333.0,45.9
coniferous,150.0,29.6,43.2,313.0,45.9
coniferous,30.0,7.0,8.1,4737.0,24.2
coniferous,40.0,11.6,12.3,2435.0,29.0
coniferous,50.0,15.4,16.3,1549.0,32.2
coniferous,60.0,18.4,19.9,1121.0,35.0
coniferous,70.0,20.8,23.3,874.0,37.4
coniferous,80.0,22.7,26.5,718.0,39.5
coniferous,90.0,24.1,29.3,610.0,41.2
coniferous,100.0,25.3,31.9,532.0,42.5
coniferous,110.0,26.2,34.2,473.0,43.3
coniferous,120.0,26.9,36.2,426.0,43.8
coniferous,130.0,27.5,37.9,389.0,43.9
coniferous,140.0,28.0,39.4,361.0,43.9
coniferous,150.0,28.3,40.6,339.0,43.8
coniferous,30.0,6.0,7.3,5419.0,22.8
coniferous,40.0,10.5,11.3,2713.0,27.4
coniferous,50.0,14.2,15.1,1706.0,30.5
coniferous,60.0,17.2,18.6,1228.0,33.3
coniferous,70.0,19.6,21.8,956.0,35.6
coniferous,80.0,21.4,24.7,784.0,37.7
coniferous,90.0,22.9,27.4,668.0,39.4
coniferous,100.0,24.1,29.8,583.0,40.7
coniferous,110.0,24.9,31.9,518.0,41.5
coniferous,120.0,25.6,33.8,467.0,41.9
coniferous,130.0,26.2,35.4,426.0,41.9
coniferous,140.0,26.6,36.7,395.0,41.8
coniferous,150.0,26.9,37.8,373.0,41.7
coniferous,30.0,4.9,6.5,6332.0,21.3
coniferous,40.0,9.3,10.4,3066.0,25.8
coniferous,50.0,13.0,13.9,1900.0,28.8
coniferous,60.0,15.9,17.2,1360.0,31.5
coniferous,70.0,18.3,20.2,1055.0,33.8
coniferous,80.0,20.2,23.0,866.0,35.8
coniferous,90.0,21.6,25.4,738.0,37.5
coniferous,100.0,22.7,27.7,645.0,38.8
coniferous,110.0,23.6,29.6,574.0,39.6
coniferous,120.0,24.2,31.3,517.0,39.9
coniferous,130.0,24.8,32.8,473.0,39.9
coniferous,140.0,25.2,34.0,438.0,39.7
coniferous,150.0,25.5,34.9,414.0,39.5
coniferous,40.0,8.1,9.4,3529.0,24.2
coniferous,50.0,11.7,12.7,2147.0,27.1
coniferous,60.0,14.7,15.7,1527.0,29.7
coniferous,70.0,17.0,18.6,1183.0,32.0
coniferous,80.0,18.9,21.1,970.0,34.0
coniferous,90.0,20.3,23.4,828.0,35.7
coniferous,100.0,21.4,25.5,726.0,37.0
coniferous,110.0,22.2,27.2,648.0,37.7
coniferous,120.0,22.8,28.8,584.0,38.0
coniferous,130.0,23.3,30.0,534.0,37.9
coniferous,140.0,23.7,31.1,496.0,37.6
coniferous,150.0,24.0,31.8,470.0,37.3
coniferous,30.0,12.1,13.9,2768.0,42.0
coniferous,40.0,17.7,19.8,1582.0,48.7
coniferous,50.0,22.7,25.6,1022.0,52.6
coniferous,60.0,27.1,31.4,711.0,55.1
coniferous,70.0,30.8,37.1,523.0,56.5
coniferous,80.0,33.9,42.7,399.0,57.1
coniferous,90.0,36.6,48.3,313.0,57.3
coniferous,100.0,38.9,53.7,252.0,57.2
coniferous,110.0,40.8,59.0,208.0,56.9
coniferous,120.0,42.3,63.9,176.0,56.6
coniferous,130.0,43.6,68.5,153.0,56.4
coniferous,140.0,44.5,72.8,134.0,56.0
coniferous,150.0,45.1,76.7,120.0,55.7
coniferous,30.0,10.9,12.0,3431.0,38.8
coniferous,40.0,16.0,17.5,1887.0,45.4
coniferous,50.0,20.5,22.9,1202.0,49.5
coniferous,60.0,24.5,28.3,827.0,52.0
coniferous,70.0,28.0,33.6,604.0,53.6
coniferous,80.0,31.1,38.8,461.0,54.5
coniferous,90.0,33.8,44.0,362.0,55.0
coniferous,100.0,36.1,49.1,291.0,55.1
coniferous,110.0,38.0,54.0,239.0,54.8
coniferous,120.0,39.6,58.7,201.0,54.4
coniferous,130.0,40.9,63.0,174.0,54.2
coniferous,140.0,42.0,67.1,153.0,54.0
coniferous,150.0,42.7,70.9,136.0,53.7
coniferous,30.0,9.5,10.3,4272.0,35.6
coniferous,40.0,14.1,15.0,2371.0,41.9
coniferous,50.0,18.2,19.9,1479.0,46.0
coniferous,60.0,22.0,24.9,998.0,48.6
coniferous,70.0,25.5,29.9,721.0,50.6
coniferous,80.0,28.4,34.7,548.0,51.8
coniferous,90.0,31.0,39.5,427.0,52.3
coniferous,100.0,33.3,44.3,341.0,52.5
coniferous,110.0,35.2,49.0,278.0,52.5
coniferous,120.0,36.9,53.4,234.0,52.5
coniferous,130.0,38.3,57.6,201.0,52.3
coniferous,140.0,39.4,61.6,175.0,52.1
coniferous,150.0,40.2,65.3,155.0,51.9
coniferous,30.0,8.0,8.4,5864.0,32.5
coniferous,40.0,12.2,12.6,3080.0,38.4
coniferous,50.0,16.0,17.0,1877.0,42.6
coniferous,60.0,19.5,21.5,1253.0,45.5
coniferous,70.0,22.8,26.1,888.0,47.5
coniferous,80.0,25.7,30.6,666.0,49.0
coniferous,90.0,28.2,35.0,518.0,49.8
coniferous,100.0,30.5,39.4,411.0,50.1
coniferous,110.0,32.5,43.8,334.0,50.3
coniferous,120.0,34.2,48.0,278.0,50.3
coniferous,130.0,35.6,52.1,235.0,50.1
coniferous,140.0,36.7,56.0,202.0,49.9
coniferous,150.0,37.6,59.7,177.0,49.7
coniferous,30.0,6.5,6.7,8310.0,29.3
coniferous,40.0,10.2,10.2,4271.0,34.9
coniferous,50.0,13.8,14.1,2510.0,39.2
coniferous,60.0,17.1,18.1,1644.0,42.3
coniferous,70.0,20.1,22.1,1163.0,44.6
coniferous,80.0,22.9,26.2,857.0,46.2
coniferous,90.0,25.4,30.3,654.0,47.2
coniferous,100.0,27.7,34.5,511.0,47.8
coniferous,110.0,29.6,38.6,411.0,48.1
coniferous,120.0,31.3,42.7,336.0,48.1
coniferous,130.0,32.7,46.6,281.0,48.0
coniferous,140.0,33.9,50.4,239.0,47.8
coniferous,150.0,34.9,54.1,207.0,47.5
coniferous,30.0,5.1,5.0,13293.0,26.1
coniferous,40.0,8.2,7.9,6447.0,31.6
coniferous,50.0,11.5,11.2,3634.0,35.8
coniferous,60.0,14.6,14.6,2323.0,38.9
coniferous,70.0,17.5,18.2,1587.0,41.3
coniferous,80.0,20.2,21.9,1149.0,43.3
coniferous,90.0,22.6,25.7,860.0,44.6
coniferous,100.0,24.8,29.5,666.0,45.5
coniferous,110.0,26.7,33.5,520.0,45.8
coniferous,120.0,28.3,37.3,420.0,45.9
coniferous,130.0,29.7,41.1,345.0,45.8
coniferous,140.0,30.9,44.8,290.0,45.7
coniferous,150.0,31.9,48.4,247.0,45.5
coniferous,40.0,6.4,5.8,10522.0,27.8
coniferous,50.0,9.2,8.4,5810.0,32.2
coniferous,60.0,12.1,11.4,3478.0,35.5
coniferous,70.0,14.8,14.5,2295.0,37.9
coniferous,80.0,17.3,17.8,1599.0,39.8
coniferous,90.0,19.6,21.2,1170.0,41.3
coniferous,100.0,21.7,24.7,885.0,42.4
coniferous,110.0,23.5,28.3,684.0,43.0
coniferous,120.0,25.1,31.9,543.0,43.4
coniferous,130.0,26.5,35.5,439.0,43.5
coniferous,140.0,27.6,38.9,364.0,43.3
coniferous,150.0,28.5,42.3,307.0,43.1
coniferous,40.0,4.7,3.7,22278.0,23.9
coniferous,50.0,7.0,5.6,11409.0,28.1
coniferous,60.0,9.5,7.9,6426.0,31.5
coniferous,70.0,11.9,10.6,3887.0,34.3
coniferous,80.0,14.1,13.5,2543.0,36.4
coniferous,90.0,16.3,16.5,1777.0,38.0
coniferous,100.0,18.2,19.6,1296.0,39.1
coniferous,110.0,19.9,22.9,966.0,39.8
coniferous,120.0,21.4,26.2,747.0,40.3
coniferous,130.0,22.8,29.4,598.0,40.6
coniferous,140.0,24.0,32.6,485.0,40.5
coniferous,150.0,25.0,35.8,400.0,40.3
coniferous,20.0,12.2,11.7,2898.0,31.1
coniferous,25.0,16.6,14.8,2104.0,36.2
coniferous,30.0,20.6,18.9,1418.0,39.8
coniferous,35.0,24.3,23.4,981.0,42.0
coniferous,40.0,27.5,27.8,714.0,43.4
coniferous,45.0,30.3,32.0,548.0,44.2
coniferous,50.0,32.7,35.9,441.0,44.5
coniferous,55.0,34.6,39.3,368.0,44.6
coniferous,60.0,36.2,42.4,316.0,44.7
coniferous,65.0,37.4,45.2,279.0,44.8
coniferous,70.0,38.4,47.7,252.0,44.9
coniferous,75.0,39.3,49.8,232.0,45.1
coniferous,80.0,40.2,51.5,218.0,45.3
coniferous,20.0,11.7,11.2,2944.0,29.1
coniferous,25.0,15.9,14.3,2162.0,34.8
coniferous,30.0,19.8,18.3,1473.0,38.7
coniferous,35.0,23.4,22.6,1025.0,41.2
coniferous,40.0,26.5,27.0,748.0,42.6
coniferous,45.0,29.3,31.1,573.0,43.5
coniferous,50.0,31.6,34.9,459.0,43.8
coniferous,55.0,33.5,38.3,382.0,44.0
coniferous,60.0,35.0,41.4,328.0,44.1
coniferous,65.0,36.3,44.1,290.0,44.2
coniferous,70.0,37.3,46.5,261.0,44.4
coniferous,75.0,38.2,48.6,241.0,44.7
coniferous,80.0,39.1,50.2,227.0,44.9
coniferous,20.0,11.1,10.8,2987.0,27.2
coniferous,25.0,15.1,13.8,2221.0,33.3
coniferous,30.0,18.9,17.7,1531.0,37.6
coniferous,35.0,22.4,21.9,1073.0,40.3
coniferous,40.0,25.5,26.1,784.0,41.9
coniferous,45.0,28.2,30.1,600.0,42.8
coniferous,50.0,30.5,33.9,479.0,43.2
coniferous,55.0,32.4,37.3,397.0,43.4
coniferous,60.0,33.9,40.3,341.0,43.5
coniferous,65.0,35.1,43.0,300.0,43.7
coniferous,70.0,36.1,45.4,272.0,43.9
coniferous,75.0,37.0,47.4,251.0,44.2
coniferous,80.0,37.9,49.0,236.0,44.4
coniferous,20.0,10.6,10.3,3026.0,25.2
coniferous,25.0,14.4,13.3,2284.0,31.9
coniferous,30.0,18.1,17.1,1595.0,36.5
coniferous,35.0,21.5,21.1,1126.0,39.4
coniferous,40.0,24.5,25.2,824.0,41.1
coniferous,45.0,27.2,29.2,630.0,42.1
coniferous,50.0,29.4,32.9,501.0,42.6
coniferous,55.0,31.3,36.3,414.0,42.8
coniferous,60.0,32.8,39.3,354.0,43.0
coniferous,65.0,34.0,42.0,312.0,43.2
coniferous,70.0,35.0,44.3,282.0,43.5
coniferous,75.0,35.9,46.2,261.0,43.8
coniferous,80.0,36.8,47.7,246.0,44.0
coniferous,20.0,10.0,9.8,3059.0,23.3
coniferous,25.0,13.7,12.9,2350.0,30.5
coniferous,30.0,17.2,16.4,1664.0,35.4
coniferous,35.0,20.5,20.4,1183.0,38.5
coniferous,40.0,23.5,24.3,868.0,40.4
coniferous,45.0,26.1,28.2,662.0,41.4
coniferous,50.0,28.3,31.9,524.0,41.9
coniferous,55.0,30.2,35.3,432.0,42.2
coniferous,60.0,31.7,38.3,368.0,42.4
coniferous,65.0,32.9,40.9,325.0,42.6
coniferous,70.0,33.9,43.1,294.0,43.0
coniferous,75.0,34.8,45.0,273.0,43.3
coniferous,80.0,35.6,46.5,257.0,43.6
coniferous,25.0,12.9,12.4,2422.0,29.0
coniferous,30.0,16.3,15.8,1740.0,34.2
coniferous,35.0,19.5,19.6,1247.0,37.6
coniferous,40.0,22.4,23.5,916.0,39.6
coniferous,45.0,25.0,27.3,697.0,40.7
coniferous,50.0,27.2,30.9,550.0,41.2
coniferous,55.0,29.1,34.2,451.0,41.6
coniferous,60.0,30.5,37.2,384.0,41.8
coniferous,65.0,31.7,39.8,338.0,42.1
coniferous,70.0,32.7,42.0,307.0,42.5
coniferous,75.0,33.6,43.8,285.0,42.9
coniferous,80.0,34.5,45.2,269.0,43.1
coniferous,25.0,12.0,11.6,2518.0,26.8
coniferous,30.0,15.2,15.0,1834.0,32.5
coniferous,35.0,18.3,18.7,1322.0,36.3
coniferous,40.0,21.1,22.4,973.0,38.5
coniferous,45.0,23.6,26.2,740.0,39.8
coniferous,50.0,25.8,29.7,584.0,40.4
coniferous,55.0,27.6,33.0,478.0,40.8
coniferous,60.0,29.1,35.9,406.0,41.1
coniferous,65.0,30.3,38.5,357.0,41.4
coniferous,70.0,31.3,40.6,323.0,41.8
coniferous,75.0,32.2,42.4,300.0,42.2
coniferous,80.0,33.0,43.7,283.0,42.5
coniferous,25.0,11.1,10.9,2619.0,24.6
coniferous,30.0,14.1,14.2,1939.0,30.9
coniferous,35.0,17.1,17.8,1406.0,34.9
coniferous,40.0,19.8,21.4,1037.0,37.4
coniferous,45.0,22.3,25.0,789.0,38.8
coniferous,50.0,24.4,28.5,622.0,39.6
coniferous,55.0,26.2,31.7,508.0,40.0
coniferous,60.0,27.7,34.6,430.0,40.3
coniferous,65.0,28.9,37.1,377.0,40.7
coniferous,70.0,29.8,39.2,341.0,41.1
coniferous,75.0,30.7,41.0,316.0,41.6
coniferous,80.0,31.6,42.3,299.0,42.0
coniferous,25.0,10.2,10.2,2725.0,22.4
coniferous,30.0,13.0,13.4,2057.0,29.2
coniferous,35.0,15.8,16.9,1500.0,33.6
coniferous,40.0,18.5,20.4,1110.0,36.4
coniferous,45.0,20.9,23.9,844.0,37.9
coniferous,50.0,23.0,27.3,664.0,38.8
coniferous,55.0,24.8,30.4,541.0,39.3
coniferous,60.0,26.2,33.2,457.0,39.6
coniferous,65.0,27.4,35.7,399.0,40.0
coniferous,70.0,28.4,37.8,360.0,40.4
coniferous,75.0,29.3,39.5,334.0,41.0
coniferous,80.0,30.1,40.9,316.0,41.4
coniferous,25.0,9.2,9.5,2835.0,20.2
coniferous,30.0,11.9,12.6,2190.0,27.5
coniferous,35.0,14.6,16.0,1608.0,32.3
coniferous,40.0,17.2,19.4,1192.0,35.3
coniferous,45.0,19.5,22.8,906.0,37.0
coniferous,50.0,21.6,26.1,711.0,38.0
coniferous,55.0,23.3,29.1,578.0,38.5
coniferous,60.0,24.8,31.9,487.0,38.9
coniferous,65.0,26.0,34.3,424.0,39.3
coniferous,70.0,26.9,36.4,382.0,39.8
coniferous,75.0,27.8,38.1,353.0,40.3
coniferous,80.0,28.7,39.4,335.0,40.9
coniferous,20.0,13.1,14.0,1605.0,24.8
coniferous,30.0,19.6,20.2,920.0,29.5
coniferous,40.0,24.8,26.0,614.0,32.5
coniferous,50.0,29.0,31.3,449.0,34.6
coniferous,60.0,32.3,36.3,352.0,36.5
coniferous,70.0,35.0,40.9,289.0,38.0
coniferous,80.0,37.1,45.1,245.0,39.2
coniferous,90.0,38.9,48.9,214.0,40.3
coniferous,100.0,40.4,52.3,190.0,40.9
coniferous,110.0,41.6,55.4,172.0,41.5
coniferous,120.0,42.7,58.0,158.0,41.9
coniferous,130.0,43.6,60.2,148.0,42.1
coniferous,140.0,44.4,62.1,139.0,42.1
coniferous,150.0,45.0,63.5,133.0,42.2
coniferous,20.0,11.9,13.1,1789.0,24.0
coniferous,30.0,17.8,18.7,1029.0,28.4
coniferous,40.0,22.7,24.1,694.0,31.5
coniferous,50.0,26.6,29.0,509.0,33.7
coniferous,60.0,29.7,33.6,401.0,35.6
coniferous,70.0,32.3,37.8,330.0,37.2
coniferous,80.0,34.4,41.7,281.0,38.4
coniferous,90.0,36.2,45.3,245.0,39.4
coniferous,100.0,37.7,48.4,218.0,40.2
coniferous,110.0,38.9,51.2,198.0,40.8
coniferous,120.0,40.0,53.7,182.0,41.2
coniferous,130.0,41.0,55.8,169.0,41.4
coniferous,140.0,41.7,57.5,160.0,41.6
coniferous,150.0,42.4,58.9,153.0,41.7
coniferous,20.0,10.7,12.1,1982.0,23.0
coniferous,30.0,16.0,17.4,1149.0,27.2
coniferous,40.0,20.5,22.3,773.0,30.1
coniferous,50.0,24.2,26.8,574.0,32.5
coniferous,60.0,27.2,31.1,454.0,34.5
coniferous,70.0,29.6,35.1,374.0,36.1
coniferous,80.0,31.7,38.7,319.0,37.4
coniferous,90.0,33.4,41.9,278.0,38.5
coniferous,100.0,34.9,44.9,248.0,39.3
coniferous,110.0,36.2,47.6,224.0,39.9
coniferous,120.0,37.3,49.9,206.0,40.3
coniferous,130.0,38.3,51.9,192.0,40.6
coniferous,140.0,39.1,53.6,181.0,40.8
coniferous,150.0,39.9,54.9,173.0,41.0
coniferous,20.0,9.5,11.2,2193.0,21.7
coniferous,30.0,14.2,16.0,1280.0,25.8
coniferous,40.0,18.3,20.5,870.0,28.8
coniferous,50.0,21.8,24.7,649.0,31.2
coniferous,60.0,24.6,28.7,515.0,33.2
coniferous,70.0,26.9,32.3,426.0,34.9
coniferous,80.0,28.9,35.6,363.0,36.3
coniferous,90.0,30.7,38.7,317.0,37.3
coniferous,100.0,32.2,41.5,282.0,38.2
coniferous,110.0,33.5,44.0,255.0,38.8
coniferous,120.0,34.6,46.2,234.0,39.3
coniferous,130.0,35.6,48.1,218.0,39.7
coniferous,140.0,36.5,49.8,206.0,40.0
coniferous,150.0,37.3,51.1,195.0,40.1
coniferous,20.0,8.3,10.4,2370.0,20.3
coniferous,30.0,12.4,14.8,1394.0,24.1
coniferous,40.0,16.1,19.0,955.0,27.1
coniferous,50.0,19.4,22.9,720.0,29.6
coniferous,60.0,22.0,26.5,574.0,31.7
coniferous,70.0,24.3,29.9,476.0,33.5
